title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
हरीयाली सज्झाय,LDI00002370,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",लालभाई दलपतभाई भारतीय संस्कृति विद्यामंदिर,,,370,रुपविजय,,Gujarati,Devanagari,,,,,,,,,गा. 5,51052/2,,Complete,1,,,26.3,11.3,,Plant Products -> Paper / कागज,,Gītā,,,22/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
सीमंधरस्वामी स्तवन,LDI00002375,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",लालभाई दलपतभाई भारतीय संस्कृति विद्यामंदिर,,,375,हंसविजय,,Gujarati,Devanagari,,,,,,,,,गा. 16,51112/1,,Complete,1,,,26,11.5,,Plant Products -> Paper / कागज,"Bad, Brittle",Stuti,,,22/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mumuksu cintamani,LDI00003105,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",B.J.Institute of Learning and Research,,,105,mithu,,Gujarati,Devanagari,,,,,,,,,,1628/8,,Complete,11,,,24.2,13,,Plant Products -> Paper / कागज,,Kāvya,,,22/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
वीर स्तवन,LDI00002374,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",लालभाई दलपतभाई भारतीय संस्कृति विद्यामंदिर,,,374,भावप्रभसूरि,,Gujarati,Devanagari,,,,,,,,,गा. 22,51180/1,,Complete,1,,,25.7,11.5,,Plant Products -> Paper / कागज,,Stuti,,,22/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
शेत्रुजानो स्तवन,LDI00002373,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",लालभाई दलपतभाई भारतीय संस्कृति विद्यामंदिर,,,373,ज्ञानविमल,,Gujarati,Devanagari,,,,,,,,,गा. 6,50920/1,,Complete,1,,,26.5,11.5,,Plant Products -> Paper / कागज,,Stuti,,,22/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Hundi,LDI00003107,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",B.J.Institute of Learning and Research,,,107,narasimh,,Gujarati,Devanagari,,,,,,,,,,898/0,,Complete,8,,,12,23,,Plant Products -> Paper / कागज,Bad,Kāvya,,,22/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
गीत,LDI00002371,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",लालभाई दलपतभाई भारतीय संस्कृति विद्यामंदिर,,,371,सुमतिसागर,,Gujarati,Devanagari,,,,,,,,,गा. 6,50897/1,,Complete,1,,,26.5,11.5,,Plant Products -> Paper / कागज,,Gītā,,,22/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rasikavarttimahoisav,LDI00003106,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",B.J.Institute of Learning and Research,,,106,mithu,,Gujarati,Devanagari,,,,,,,,,,1620,,Incomplete,/0,62,,12,15,,Plant Products -> Paper / कागज,Bad,Kāvya,,,22/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
विशालविहरमान स्तवन,LDI00002372,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",लालभाई दलपतभाई भारतीय संस्कृति विद्यामंदिर,,,372,जिनहर्ष,,Gujarati,Devanagari,,,,,,,,,गा. 6,51131/1,,Complete,1,,,26,11,,Plant Products -> Paper / कागज,,Stuti,,,22/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
चैत्यवंदण,LDI00002376,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",लालभाई दलपतभाई भारतीय संस्कृति विद्यामंदिर,,,376,मेघराज,,Gujarati,Devanagari,,,,,,,,,5,51427/1,,Complete,1,,,25.5,11,,Plant Products -> Paper / कागज,,Ācāra,,,26/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
