title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
स्वस्ति वाचन,ROI00011390,"Rajasthan Oriental Research Institute, Jodhpur",हाड़ौती शोध प्रतिष्ठान,,,390,,,Sanskrit,Devanagari,,,,,,,,,,466,,Complete,9,,,,,,Plant Products -> Paper / कागज,,Veda,,,28/06/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1876वि.स.,
रत्नकरराडश्रावकाचार,ROI00075516,"Rajasthan Oriental Research Institute, Jodhpur",74 श्री दिगम्बर जैन मन्दिर बड़ा तेरहपंथी,,,516,,,Sanskrit,Devanagari,,,,,,,,,,254-548/477,,Incomplete,,,,,,,Plant Products -> Paper / कागज,,Jaina ācāra,,,20/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
रक्षा बन्धन कथा एवं विष्णु कुमार चरित्र,ROI00033339,"Rajasthan Oriental Research Institute, Jodhpur",33 श्री दिगम्बर जैन मंदिर नेमिनाथ जी,,,339,विनोदी लाल,,Hindi,Devanagari,,,,,,,,,,375,,Incomplete,14,,,,,,Plant Products -> Paper / कागज,Bad,Jaina darśana,,,19/07/2004,,,No,,,,,No,No,,,,,,,manus_dt: 18वि.स.,
लघुजातकदीपिका,ROI000742879,"Rajasthan Oriental Research Institute, Jodhpur","राजस्थान प्राच्य विद्या प्रतिष्ठान, Bikaner",,,2879,,,Sanskrit,Devanagari,,,,,,,,,,9802,,Complete,26,,,,,,Plant Products -> Paper / कागज,,Jyotiṣa,,,09/11/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1851वि.स.,
गणितलीलावती,ROI00039420,"Rajasthan Oriental Research Institute, Jodhpur",38 श्री हिन्दी साहित्य समिति,,,420,भास्कराचार्य,वासुदेव,Sanskrit,Devanagari,,,,,,,,,23,433,,Incomplete,,,1 से 5,,,,Plant Products -> Paper / कागज,,Gaṇita,,,26/07/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1670वि.स.,
कबीर जी वाणी -गुटका,ROO00007431,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थान प्राच्यविद्या प्रतिष्ठान,,,431,,,Hindi,Devanagari,,,,,,,,,,12293/1,,Incomplete,66,,1,,,,Plant Products -> Paper / कागज,,Bhakti,,,25/09/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1811वि.स.,
रामकथा,ROI000051934,"Rajasthan Oriental Research Institute, Jodhpur",05 राजस्थान प्राच्य विद्या प्रतिष्ठान,,,1934,,,Hindi,Devanagari,,,,,,,,,,39703,,Complete,8,8,,,,,Plant Products -> Paper / कागज,,Rāmāyaṇa,,,09/06/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19 वि.स.,
हनुमानजैत,ROI00079480,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थान प्राच्य विद्या प्रतिष्ठान,,,480,अमरदास,गुल जी,Hindi,Devanagari,,,Rajasthani,,,,,,,6454,,Complete,16,,,,,,Plant Products -> Paper / कागज,,Stotra,,,16/03/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1921वि.स.,
विविध-संग्रह,ROI00049377,"Rajasthan Oriental Research Institute, Jodhpur",48 श्री दिगम्बर जैन अग्रवाल पंचायती मंदिर,,,377,,,Hindi,Devanagari,,,,,,,,,,322,,Complete,14,,,,,,Plant Products -> Paper / कागज,,Jaina,,,09/08/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1947वि.स.,
ऋग्वेदसंहिता - पञ्चमाष्टक,ROI00063528,"Rajasthan Oriental Research Institute, Jodhpur",62 राज.संस्कृत अकादमी,,,528,,,Sanskrit,Devanagari,,,,,,,,,119,13,,Complete,88,,1 - 88,,,,Plant Products -> Paper / कागज,,Saṃhitā,,,01/04/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1680वि.स.,
