title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
बगुलामुखीस्तोत्र,ROI0007995,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थान प्राच्य विद्या प्रतिष्ठान,,,95,,चुन्नीलाल शर्मा,Sanskrit,Devanagari,,,,,,,,,,6386,,Complete,5,,,,,,Plant Products -> Paper / कागज,,Stotra,,,16/03/2005,,,No,,,,,No,No,,,,,,,manus_dt: 19वीं शता,
स्वप्नचिंतामणि,ROO00007131,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थान प्राच्यविद्या प्रतिष्ठान,,,131,,,Sanskrit,Devanagari,,,,,,,,,,12224,,Complete,16,,,,,,Plant Products -> Paper / कागज,,Jyotiṣa,,,25/09/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1677वि.स.,
रविव्रतकथा,ROI0006081,"Rajasthan Oriental Research Institute, Jodhpur",59 श्री ऋषभदेव दिगम्बर जैन मंदिर,,,81,,,Hindi,Devanagari,,,,,,,,,,289,,Complete,9,,,,,,Plant Products -> Paper / कागज,,Jaina Kathā,,,07/10/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19वि.स.,
जयविजयकुमारचौपाई,ROI00065118,"Rajasthan Oriental Research Institute, Jodhpur",64 श्री श्वेताम्बर साधुमार्गी जैन हितकारिणी संस्था,,,118,,हंसगणि,Rajasthani,Devanagari,,,,,,,,,,1298,,Complete,18,,,,,,Plant Products -> Paper / कागज,,Jaina,,,22/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1853वि.स.,
जन्माष्टमीकथा  -पूजाविधिसहित,ROO00007130,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थान प्राच्यविद्या प्रतिष्ठान,,,130,,,Sanskrit,Devanagari,,,,,,,,,,12218,,Complete,11,,,,,,Plant Products -> Paper / कागज,,Karmakāṇḍa,,,25/09/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1704वि.स.,
ज्योतिषशास्त्र,ROI0007356,"Rajasthan Oriental Research Institute, Jodhpur",72 श्री दिगम्बर जैन मंदिर लूणकरण जी पाण्ड्या,,,56,मुंजादित्य,,Sanskrit,Devanagari,,,,,,,,,44,33/392,,Complete,64,,,,,,Plant Products -> Paper / कागज,,Jyotiṣa,,,23/10/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1904वि.स.,
Brahmagāyatrī,OTO0000575,"Oriental Research Institute, Tirupati",SRI VENKATESWARA CENTRAL LIBRARY AND RESEARCH CENTRE,-,,75,-,-,Sanskrit,Telugu,-,-,,,,,,,,20(C),,Complete,,1,,,,,Plant Products -> Paper / कागज,,Mantra,Tantra,,31/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
सुभाषितरत्नसंदोह,ROI00071106,"Rajasthan Oriental Research Institute, Jodhpur",70 श्री दिगम्बर जैन ठोलिया का मंदिर,,,106,अमितगति,,Sanskrit,Devanagari,,,,,,,,,,243,,Complete,72,,,,,,Plant Products -> Paper / कागज,,Subhāṣita,,,16/10/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1806वि.स.,
सुगंधदशमी व्रतकथा,ROI0006082,"Rajasthan Oriental Research Institute, Jodhpur",59 श्री ऋषभदेव दिगम्बर जैन मंदिर,,,82,,,Hindi,Devanagari,,,,,,,,,,290,,Complete,10,,,,,,Plant Products -> Paper / कागज,,Jaina Kathā,,,07/10/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
पितृयज्ञ (पिंड़ादी),ROO00008169,"Rajasthan Oriental Research Institute, Jodhpur",92 राजस्थान प्राच्य विद्या प्रतिष्ठान,,,169,,,Sanskrit,Devanagari,,,,,,,,,,2679,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Karmakāṇḍa,,,08/10/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
दुर्गासप्तशती,ROI00070189,"Rajasthan Oriental Research Institute, Jodhpur",महाराजा मानसिंह पुस्तक प्रकाश शोध केन्द्र,,,189,,,Sanskrit,Devanagari,,,,,,,,,,3440,,Complete,202,,,,,,Plant Products -> Paper / कागज,Bad,Tantra,,,25/08/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1957वि.स.,
गुरूदेव का अंग,ROI00011101,"Rajasthan Oriental Research Institute, Jodhpur",हाड़ौती शोध प्रतिष्ठान,,,101,रामचरण,,Hindi,Devanagari,,,,,,,,,,396,,Complete,6,,,,,,Plant Products -> Paper / कागज,,Bhakti,,,28/06/2004,,,No,,,,,No,No,,,,,,,manus_dt: 18वि.स.,
सिखनख -टीका,ROO00007132,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थान प्राच्यविद्या प्रतिष्ठान,,,132,,,Sanskrit,Devanagari,,,,,,,,,,12229,,Complete,64,,,,,,Plant Products -> Paper / कागज,,Kāvya,,,25/09/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19वि.स.,
वंशीवलीवर्णननाम,ROO0000697,"Rajasthan Oriental Research Institute, Jodhpur",90 अखिल भारतीय विश्नोई महासभा,,,97,साहबराम,,Rajasthani,Devanagari,,,,,,,,,,193/1,,Complete,10,,,,,,Plant Products -> Paper / कागज,,,,,24/08/2004,,,No,,,,,No,No,,,,,,,manus_dt: 20वि.स.,
रामचरित्र,ROI00065119,"Rajasthan Oriental Research Institute, Jodhpur",64 श्री श्वेताम्बर साधुमार्गी जैन हितकारिणी संस्था,,,119,,,Rajasthani,Devanagari,,,,,,,,,,1299,,Complete,176,,,,,,Plant Products -> Paper / कागज,,Jaina,,,22/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1961वि.स.,
पद - राग कनड़ी,ROI000691407,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1407,"रामचरण, कबीर आदि",,Rajasthani,Devanagari,,,,,,,,,,14119(33),,Complete,6,,,,,,Plant Products -> Paper / कागज,,Bhakti,,,25/08/2004,,,No,,,,,No,No,,,,,,,manus_dt: 20वि.स.,
Jvaraharayantra,OTO0000576,"Oriental Research Institute, Tirupati",SRI VENKATESWARA CENTRAL LIBRARY AND RESEARCH CENTRE,-,,76,-,-,Sanskrit,Telugu,-,-,,,,,,,,49(169),,Complete,,1,,,,,Plant Products -> Paper / कागज,,,,,24/01/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
