title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era,filename
पट्टी,ANO000011037,Bharat Itihas Samshodhan Mandal,Prajna Pathashala Mandal,,,1037,,,Sanskrit,Devanagari,,,,,,,,,,266,,Complete,19,,,15,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Kāvya/Fann al-Śi‘r,,,22/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
प्रयोगरत्न,BPO000021192,Lakshman Pustakalaya,विश्वनाथ पुस्तकालय,,,1192,अज्ञात,अज्ञात,,,अज्ञात,अज्ञात,,,,,,,19,19.12,,Complete,46,91,नहीं,10.6,4.4,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Dharmaśāstra / Darsiyāt-i Islāmiyah,,,31/05/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
पट्टी,ANO000011037,Bharat Itihas Samshodhan Mandal,Prajna Pathashala Mandal,,,1037,,,Sanskrit,Devanagari,,,,,,,,,,266,,Complete,19,,,15,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Kāvya/Fann al-Śi‘r,,,22/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पट्टी,ANO000011037,Bharat Itihas Samshodhan Mandal,Prajna Pathashala Mandal,,,1037,,,Sanskrit,Devanagari,,,,,,,,,,266,,Complete,19,,,15,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Kāvya/Fann al-Śi‘r,,,22/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पट्टी,ANO000011037,Bharat Itihas Samshodhan Mandal,Prajna Pathashala Mandal,,,1037,,,Sanskrit,Devanagari,,,,,,,,,,266,,Complete,19,,,15,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Kāvya/Fann al-Śi‘r,,,22/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पट्टी,ANO000011037,Bharat Itihas Samshodhan Mandal,Prajna Pathashala Mandal,,,1037,,,Sanskrit,Devanagari,,,,,,,,,,266,,Complete,19,,,15,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Kāvya/Fann al-Śi‘r,,,22/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पट्टी,ANO000011037,Bharat Itihas Samshodhan Mandal,Prajna Pathashala Mandal,,,1037,,,Sanskrit,Devanagari,,,,,,,,,,266,,Complete,19,,,15,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Kāvya/Fann al-Śi‘r,,,22/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पट्टी,ANO000011037,Bharat Itihas Samshodhan Mandal,Prajna Pathashala Mandal,,,1037,,,Sanskrit,Devanagari,,,,,,,,,,266,,Complete,19,,,15,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Kāvya/Fann al-Śi‘r,,,22/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
पट्टी,ANO000011037,Bharat Itihas Samshodhan Mandal,Prajna Pathashala Mandal,,,1037,,,Sanskrit,Devanagari,,,,,,,,,,266,,Complete,19,,,15,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Kāvya/Fann al-Śi‘r,,,22/12/2006,,,No,,,,,No,No,,,,,,,manus_dt:,,
प्रयोगविधि,BOO000021031,"Bhandarkar Oriental Research Institute, Pune",BISM (Thite Collection),,,1031,,,Sanskrit,Devanagari,,,,,,,,,36,1044,,Complete,5,,,20,10,,Plant Products -> Paper / कागज,,,,,23/01/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
विवाहपद्धति,BOO000981094,"Bhandarkar Oriental Research Institute, Pune","Vedashastrottejak Sabha, Pune",,,1094,,,,,,,,,,,,,,1174,,Incomplete,,54,Text incomplete,18.4,12.5,,Plant Products -> Paper / कागज,"Bad, Broken",Dharmaśāstra / Darsiyāt-i Islāmiyah,,,26/04/2007,,,No,,,,,No,No,,,,,,,manus_dt:,,
