title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
मणिभद्रजी का छंद,ROI000691289,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1289,उदयकुशल,,Rajasthani,Devanagari,,,,,,,,,,9694(4),,Complete,4,,,,,,Plant Products -> Paper / कागज,,Jaina,,,29/01/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
स्फुटपद,ROI000691297,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1297,,,Rajasthani,Devanagari,,,,,,,,,,9635/21,,Complete,3,,,,,,Plant Products -> Paper / कागज,,Jaina,,,02/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
आलोयणा,ROI000691290,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1290,,,Rajasthani,Devanagari,,,,,,,,,,9649(2),,Complete,9,,,,,,Plant Products -> Paper / कागज,,Jaina,,,31/01/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
आत्मा पद गीत,ROI000691291,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1291,,,Rajasthani,Devanagari,,,,,,,,,,9664(73),,Complete,1,,,,,,Plant Products -> Paper / कागज,,Jaina,,,31/01/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
पंचमा आरा नी सिज्झाय,ROI000691293,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1293,जिनहर्ष,,Rajasthani,Devanagari,,,,,,,,,,10232/2,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Jaina,,,01/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
स्फुटपत्र,ROI000691294,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1294,,,Rajasthani,Devanagari,,,,,,,,,,9999,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Jaina,,,02/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
गोयमगरुरासो,ROI000691292,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1292,,,Rajasthani,Devanagari,,,,,,,,,,9789,,Complete,3,,,,,,Plant Products -> Paper / कागज,,Jaina,,,31/01/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
वैराग्यस्वाध्याय,ROI000691296,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1296,रुपचंद,,Rajasthani,Devanagari,,,,,,,,,,10438/12,,Complete,2,,,,,,Plant Products -> Paper / कागज,,Jaina,,,01/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
अहल्यास्तुति,ROI000691295,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1295,,,Brajabhasha,Devanagari,,,,,,,,,,9045/30,,Complete,4,,,,,,Plant Products -> Paper / कागज,,Bhakti,,,03/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
स्फुटदोहे,ROI000691298,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1298,,,Rajasthani,Devanagari,,,,,,,,,,9042/3,,Complete,37,,,,,,Plant Products -> Paper / कागज,,Nītiśāstra,,,03/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
राजाबखतसिंह रो सिलोको,ROI000691299,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1299,लिखमीचंद,,Rajasthani,Devanagari,,,,,,,,,,9027/2,,Complete,2,,,,,,Plant Products -> Paper / कागज,,Kāvya,,,03/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
दानलीला,ROI000691300,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1300,,,Rajasthani,Devanagari,,,,,,,,,,9123,,Complete,9,,,,,,Plant Products -> Paper / कागज,,Bhakti,,,03/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
पद,ROI000691304,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1304,"कुंभनदास, सूरदास",,Rajasthani,Devanagari,,,Brajabhasha,,,,,,,9051/2,,Complete,2,,,,,,Plant Products -> Paper / कागज,,Bhakti,,,03/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
लोद्रपुरपार्श्वस्तवन,ROI0007470,"Rajasthan Oriental Research Institute, Jodhpur","राजस्थान प्राच्य विद्या प्रतिष्ठान, Bikaner",,,70,जिनचन्द्र सूरि,,Rajasthani,Devanagari,,,Hindi,,,,,,,25193,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Jaina stotra,,,14/12/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19वि.स.,
गणेश जी री आरती,ROI000691303,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1303,कृष्णदास,,Rajasthani,Devanagari,,,,,,,,,,9054/2,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Bhakti,,,03/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
बरसात रा दूहा,ROI000691302,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1302,,,Rajasthani,Devanagari,,,,,,,,,,9045/78,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Kāvya,,,03/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
गीतसलूम्बरभीमसिंघ रो,ROI000691301,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,1301,,,Rajasthani,Devanagari,,,,,,,,,,9045/1,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Kāvya,,,03/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
मनकमहामुनिसिज्झाय,ROI0007471,"Rajasthan Oriental Research Institute, Jodhpur","राजस्थान प्राच्य विद्या प्रतिष्ठान, Bikaner",,,71,,,Rajasthani,Devanagari,,,Hindi,,,,,,,23480,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Jaina stotra,,,14/12/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19वि.स.,
