title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
दसबोल चच्चीस,IDO00093126,Jain Data Indore(Kunda Kunda Jainapitha),मारवाड़ी दिगम्बर जैन मंदिर,,,126,अप्राप्त,,Hindi,Devanagari,भाषा,,,,,,,,,,,Incomplete,24,,,21,17,,Plant Products -> Paper / कागज,,Jaina,,,15/11/2003,,,No,,,,,No,No,,,,,,,manus_dt:,
पद संग्रह,IDO00093127,Jain Data Indore(Kunda Kunda Jainapitha),मारवाड़ी दिगम्बर जैन मंदिर,,,127,विविध,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,40,,,19,34,,Plant Products -> Paper / कागज,,Jaina,,,11/11/2003,,,No,,,,,No,No,,,,,,,manus_dt:,
निर्वाण क्षेत्र पूजा,IDO00441603,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,603,द्यानतराय,,Hindi,Devanagari,भाषा,,,,,,,,,,,Incomplete,2,,,10,13,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,01/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
पंचपरमेष्ठी विधान,IDO00441602,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,602,टेकचंद,,Hindi,Devanagari,भाषा,,,,,,,,,,,Incomplete,20,,,19,12,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,01/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
सिद्ध पूजा,IDO00441601,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,601,अप्राप्त,,Hindi,Devanagari,भाषा,,,,,,,,,,,Incomplete,5,,,9,11,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,01/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
कर्मप्रकृतिभक्तामरविधान,IDO0017911,Jain Data Indore(Kunda Kunda Jainapitha),श्री दिगम्बर जैन मंदिर,,,11,विविध,,Sanskrit,Devanagari,,,Hindi,,,,,,,,,Incomplete,36,,,16,24,,Plant Products -> Paper / कागज,,Jaina,,,10/12/2003,,,No,,,,,No,No,,,,,,,manus_dt:,
पंच मंगल,IDO00441599,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,599,रूपचंद प.,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,6,,,12,19,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,03/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
गुटका,IDO00441600,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,600,विविध,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,179,,,11,21,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,03/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
चित्रसेनपद्मावतीचरित्र,IDO000849,Jain Data Indore(Kunda Kunda Jainapitha),श्री दिगम्बर जैन बड़ा मंदिर,,,9,चित्रसेन,,Sanskrit,Devanagari,,,,,,,,,,,,Incomplete,23,,,16,29,,Plant Products -> Paper / कागज,,Jaina,,,08/10/2003,,,No,,,,,No,No,,,,,,,manus_dt: 0,
भूपाल चोबीसी,IDO0006323,Jain Data Indore(Kunda Kunda Jainapitha),श्री पार्श्वनाथ दिग. जैन मंदिर,,,23,अज्ञात,,Hindi,Devanagari,भाषा वचनिका,अखैराज शाहु,Sanskrit,,,,,,,,,,16,,,11,32,,Plant Products -> Paper / कागज,,Jaina,,,26/02/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
पूजनसंग्रह,IDO0013356,Jain Data Indore(Kunda Kunda Jainapitha),श्री चंद्रप्रभु दिग. जैन मंदिर,,,56,अप्राप्त,,Hindi,Devanagari,,,Sanskrit,,,,,,,,,Complete,58,,,16,15,,Plant Products -> Paper / कागज,,Jaina,,,28/01/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
पार्श्वनाथ स्तुति,IDO00441605,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,605,भूधरदास पं,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,2,,,12,18,,Plant Products -> Paper / कागज,,Jyotiṣa,,,01/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
पूजन संग्रह,IDO00441604,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,604,अप्राप्त,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,10,,,15,18,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,01/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
पूजन संग्रह,IDO00441606,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,606,अप्राप्त,,Sanskrit,Devanagari,,,,,,,,,,,,Incomplete,29,,,11,19,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,02/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
पूजनपाठसंग्रह,IDO0021392,Jain Data Indore(Kunda Kunda Jainapitha),श्री दिगम्बर जैन मंदिर,,,92,विविध,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,57,,,12,14,,Plant Products -> Paper / कागज,,Jaina,,,23/12/2003,,,No,,,,,No,No,,,,,,,manus_dt:,
पंच मंगल,IDO00441607,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,607,रूपचंद पं.,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,4,,,7,22,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,01/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
तत्वार्थ सूत्र,IDO00441608,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,608,उमास्वामी आ.,,Sanskrit,Devanagari,,,,,,,,,,,,Incomplete,11,,,12,24,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,01/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
भक्तामर स्तोत्र भाषा,IDO00256482,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,482,हेमराज पं.,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,18,,,12,10,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,18/11/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
निर्वाण क्षेत्र पूजा,IDO00441612,Jain Data Indore(Kunda Kunda Jainapitha),अनेकांत ज्ञान मंदिर शोध संस्थान,,,612,द्यानतराय,,Hindi,Devanagari,भाषा,,,,,,,,,,,Incomplete,4,,,9,13,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,01/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
