title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
पाराशरमाधवीया,ROO00001185,"Rajasthan Oriental Research Institute, Jodhpur",सवाई मान सिह द्वितीय म्यूजियम,,,185,माधव,,Sanskrit,Devanagari,,,,,,,,,,664,,Incomplete,546,,"पत्र सं. 1, 106, 327",,,,Plant Products -> Paper / कागज,,,,,12/05/2004,,,No,,,,,No,No,,,,,,,manus_dt: 17 वि.स.,
शीघ्रबोध,ROI00011173,"Rajasthan Oriental Research Institute, Jodhpur",हाड़ौती शोध प्रतिष्ठान,,,173,काशीनाथ भट्टाचार्य,,Sanskrit,Devanagari,,,,,,,,,,91,,Incomplete,5,,3-8 व अंतिम भाग प्राप्त,,,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Jyotiṣa,,,28/06/2004,,,No,,,,,No,No,,,,,,,manus_dt: 18 वि.स.,
"जिनप्रतिमाग्रेजप,पुष्पांजलि",ROI0002754,"Rajasthan Oriental Research Institute, Jodhpur",27 श्री दिगम्बर जैन मंदिर,,,54,,,Sanskrit,Devanagari,,,,,,,,,,88/3,,Complete,3,,,,,,Plant Products -> Paper / कागज,Bad,Jaina,,,09/07/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
"अन्त्येष्टिक्रिया, अस्थिसंचयन् रजस्वलामरणविधि",ROI00046168,"Rajasthan Oriental Research Institute, Jodhpur","45 श्री सरस्वती पुस्तकालय,फतेहपुर",,,168,,,Sanskrit,Devanagari,,,,,,,,,,26555,,Complete,2,,,,,,Plant Products -> Paper / कागज,,,,,30/07/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19वि.स.,
पंचवक्त्रपूजा,ROI0001951,"Rajasthan Oriental Research Institute, Jodhpur",19 स्व. श्री भैरवशंकर कोलीवाल,,,51,,,Sanskrit,Devanagari,,,,,,,,,6,,,Complete,27,,,,,,Plant Products -> Paper / कागज,,Pūjā,,,02/07/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1918वि.स.,
सिद्धलक्ष्मीस्तोत्र,ROO00008257,"Rajasthan Oriental Research Institute, Jodhpur",92 राजस्थान प्राच्य विद्या प्रतिष्ठान,,,257,,,Sanskrit,Devanagari,,,,,,,,,,,,Complete,1,,,,,,Plant Products -> Paper / कागज,,Stotra,,,07/10/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19वि.स.,
मालीरासो,ROI00033160,"Rajasthan Oriental Research Institute, Jodhpur",33 श्री दिगम्बर जैन मंदिर नेमिनाथ जी,,,160,जिनदास,,Hindi,Devanagari,,,,,,,,,,285,,Complete,6,,,,,,Plant Products -> Paper / कागज,Bad,Jaina darśana,,,17/07/2004,,,No,,,,,No,No,,,,,,,manus_dt: 18वि.स.,
विष्णुसहस्रनामस्तोत्र (महाभारतोक्त),ROI0005049,"Rajasthan Oriental Research Institute, Jodhpur",49 श्री नृत्य गोपाल जी का मन्दिर,,,49,वेदव्यास,शीशरामब्राह्मण,Sanskrit,Devanagari,,,,,,,,,,89,,Complete,22,,,,,,Plant Products -> Paper / कागज,,Stotra,,,07/08/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1852वि.स.,
सारस्वतप्रक्रिया,ROI0002657,"Rajasthan Oriental Research Institute, Jodhpur",26 मंदिर श्री सत्यनारायण जी,,,57,अनुभूति,,Santhali,Devanagari,,,,,,,,,,93,,Incomplete,15,,अतिम भाग अप्राप्त,,,,Plant Products -> Paper / कागज,Bad,,,,08/07/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19वि.स.,
वीरजिनस्तुति,ROI00001187,"Rajasthan Oriental Research Institute, Jodhpur",01 भारतीय विद्या मंदिर शोध प्रतिष्ठान,,,187,जिनलाभसूरि,,Rajasthani,Devanagari,,,,,,,,,,7(20),,Complete,21,,,,,,Plant Products -> Paper / कागज,,Jaina stotra,,,05/06/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19 वि.स.,
लक्ष्मीस्तोत्र,ROI00060162,"Rajasthan Oriental Research Institute, Jodhpur",59 श्री ऋषभदेव दिगम्बर जैन मंदिर,,,162,,,Sanskrit,Devanagari,,,,,,,,,,77/14,,Complete,2,,,,,,Plant Products -> Paper / कागज,,Stotra,,,12/08/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19वि.स.,
