title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
कृत्यरत्नावली,LDI000151136,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad","The Oriental Institute (Dharma Sutra, Prayoga & Dharmashastra)",,,1136,रामचन्द्रभट्ट,,Sanskrit,,,,,,,,,,1300,9708,,Complete,63,,,,,,,,Dharmaśāstra / Darsiyāt-i Islāmiyah,,,04/02/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
शाब्दिकचिन्तामणि,LDI00030157,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",The Oriental Institute (Vyakarana),,,157,गोपालकृष्णशास्त्री,,Sanskrit,,,,,,,,,,5000,6250,,Complete,233,,,,,,,,,,,03/03/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
आवश्यकसूत्रनिर्युक्ति,LDI000332665,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",Patana Jain Bhandara,,,2665,भद्रबाहुस्वामी,,Prakrit,,,,,,,,,,,370,,Complete,70,,,,,,,,Jaina,,,08/03/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
अनङ्गसिंहकथा (पुण्यलक्ष्मीविवाद),LDI000352618,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",Patan Jain Bhandar Part-III,,,2618,,,Sanskrit,,,,,,,,,,,17028,,Complete,12,,,,,,,,Jaina,,,01/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
आधानपद्धति,LDI00012877,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",The oriental Institute (Srauta & Srauta Prayoga),,,877,,,Sanskrit,,,,,,,,,,150,10622 (b),,Complete,10-19,,,,,,,,Vedāṅga,,,21/01/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
बन्धस्वामीत्वप्रकरण सस्तवक (कर्मग्रन्थ तृतीय),LDI000341171,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",Patan Jain Bhandar (Part-IV) Bhabha no Pado,,,1171,देवेन्द्रसूरि,,,,,स्त. जयसोम,,,,,,,मू.गा. 25,,,Complete,30,,,10.3,4.2,,,,Jaina,,,29/03/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
ऋषभदेवगर्भितसिद्धाचलस्तोत्र,LDI000053093,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",Limbadi Gnan Mandir,,,3093,,,Sanskrit,-,,,,,,,,,33 का.,1733,,Complete,,3,,,,,,,,,,28/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
दानकल्पद्रुम- धन्यचरित्र,LDI000341172,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",Patan Jain Bhandar (Part-IV) Bhabha no Pado,,,1172,जिनकीर्ति,,Sanskrit,,,,,,,,,,,,,Complete,196,,,10.3,4.3,,,,Jaina,,,29/03/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
उच्छिष्टगणपतिविधि,LDI000132557,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",Dahyi Lakshmi Pustkalaya,,,2557,,,Sanskrit,Devanagari,,,,,,,,,,293,,Complete,1,,,16.5,10,,,,Dharmaśāstra / Darsiyāt-i Islāmiyah,,,01/01/1999,,,No,,,,,No,No,,,,,,,manus_dt:,
शिशुशिक्षा,LDI00030158,"Lalbhai Dalpatbhai Institute of Indology, Ahmedabad",The Oriental Institute (Vyakarana),,,158,दामोदर,,Sanskrit,,,,,,,,,,800,9042,,Complete,27-61,,,,,,,,,,,03/03/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
