title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
Viṣṇupurāṇa(Tṛtīyāṅśa),NOI0255584,"OSM, Bhubaneswar",Damodar Nayak,,,84,Padmanābhadāsa,,Sanskrit,Oriya,,,,,,,,,27,,,Incomplete,87,173,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śivapurāṇa (Uttarakāṇḍa),NOI0255370,"OSM, Bhubaneswar",Rabinarayan Mishra,,,70,,,Sanskrit,Oriya,,,,,,,,,72,,,Complete,105,210,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata (Aṣṭamaskandha),NOI0255480,"OSM, Bhubaneswar",Pandit Surya Narayan Rathasarma,,,80,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,19,,,Complete,145,289,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,20/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOO0024716,"OSM, Bhubaneswar",Patitapabana Mandir,,,16,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,7,7,,Complete,85,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,22/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mahābhārata,NOI0253333,"OSM, Bhubaneswar",Syamsunder Mohanty,,,33,Sāralādāsa,Rāmcandra Mohānty,Oriya,Oriya,,,,,,,,,,,,Complete,,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Itihāsa,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrāddhapaddhati,NOI0813312,"OSM, Bhubaneswar",Krushna Chandra Praharaj,,,12,Rādhākṛṣṇapraharāja,,Sanskrit,Oriya,,,,,,,,,,18,,Complete,36,72,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,10/10/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Paṅchatantra,NOI00423154,"OSM, Bhubaneswar",Narayan Tripathy,,,154,,,Sanskrit,Oriya,,,,,,,,,99,,,Complete,81,161,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Kathā,,,12/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vivāhavrata,NOI1813142,"OSM, Bhubaneswar",Jogi Mohapatra,,,42,,,Oriya,Oriya,,,,,,,,,36,,,Complete,42,82,,4,28,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,24/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Harivaṃśa (Dvitiyādhyāya),NOI0240846,"OSM, Bhubaneswar",Nilamani Padhi,,,46,Acayutānandadāsa,,Oriya,Oriya,,,,,,,,,49,,,Complete,154,308,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Purāṇa,,,25/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Atharvavedoktoupaniṣad,NOO002995660,"OSM, Bhubaneswar",Parija Utkal University,,,5660,,,Sanskrit,Oriya,,,,,,,,,1542,,,Complete,149,298,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,,,,25/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Dāḍyatābhakti,NOI0231922,"OSM, Bhubaneswar",Raghunath Mohanty,,,22,,,Oriya,Oriya,,,,,,,,,,2,,,101,202,,16,5,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,08/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Raghuvaṃśa,NOI0255585,"OSM, Bhubaneswar",Damodar Nayak,,,85,Kālīdāsa,,Sanskrit,Oriya,,,,,,,,,73,,,Incomplete,81,161,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Kāvya,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kṛṣṇakathā,NOI02560250,"OSM, Bhubaneswar",Bandita Sahoo,,,250,,,Oriya,Oriya,,,,,,,,,165,165,,Incomplete,103,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Kathā/Dāstān/Qiṣṣah,Purāṇa,,25/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata (Prathamādhyāya),NOI0240220,"OSM, Bhubaneswar",Sankarsana Rout,,,20,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,13,,,Complete,41,82,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,25/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śataśirāyudhāgamanakathā(Bilaṅkārāmāyaṇa),NOI02313561,"OSM, Bhubaneswar",Fakiracharan Lenka,,,561,Sāralādāsa,,Oriya,Oriya,,,,,,,,,,,,Incomplete,9,18,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Itihāsa,,,07/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Ajāmīlasaṁvāda(Dārḍyatābhakti),NOI02313562,"OSM, Bhubaneswar",Fakiracharan Lenka,,,562,Rāmadāsa,,Oriya,Oriya,,,,,,,,,,,,Incomplete,9,18,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Kāvya,,,07/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Sūdhīcandrikālekha,NOI02268105,"OSM, Bhubaneswar",Rabinarayan Dash,,,105,,,Sanskrit,Oriya,,,,,,,,,82,,,Complete,81,162,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,07/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOI0229522,"OSM, Bhubaneswar",Dinabandhu Mohanty,,,22,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,22,,,Incomplete,136,271,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,07/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrībhāgavata(Tṛityaskaṇḍa),NOI0229915,"OSM, Bhubaneswar",Pradeep Sarangi,,,15,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,11,12,,Complete,321,640,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,08/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
"Kārttikamāhātamya, Sundarākāṇḍa",NOI11602136,"OSM, Bhubaneswar",Adhikari Vasidhara Das,,,136,,,Sanskrit,Oriya,,,,,,,,,,322,,Incomplete,43,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Māhātmya,Itihāsa/Tārīḵẖ,,25/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Prārthanā,NOI113544,"OSM, Bhubaneswar",Mahendra Panigarhi,,,4,,,Oriya,Oriya,,,,,,,,,36,,,Complete,36,71,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Stotra,,,25/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrīmadbhāgavatamahāpurāṇa,NOO0160713,"OSM, Bhubaneswar",Rahas Bada Math,,,13,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,,,,Incomplete,180,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,25/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Gītātatvasāra,NOI02268106,"OSM, Bhubaneswar",Rabinarayan Dash,,,106,V.C Dāsa,,Sanskrit,Oriya,,,,,,,,,90,,,Complete,49,97,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Gītā,,,07/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Annapurṇāstotra,NOI02373267,"OSM, Bhubaneswar",Narayan Sadhangi,,,267,,,Sanskrit,Oriya,,,,,,,,,,,,Incomplete,2,4,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Stotra,,,14/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmāyaṇa,NOI0370448,"OSM, Bhubaneswar",Jayakrushna Ratha,,,48,Balaramdāsa,,Oriya,Oriya,,,,,,,,,r1,,,Complete,158,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Itihāsa,,,05/10/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Brahmāṇḍapurāṇa,NOI02413167,"OSM, Bhubaneswar",Narayan Mohapatra,,,167,Śrīmukunda,,Sanskrit,Oriya,,,,,,,,,170,,,Complete,181,361,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Purāṇa,,,22/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Trīnāthmelā,NOI0046561,"OSM, Bhubaneswar",Ramachandra Mohapatra,,,61,,,Oriya,Oriya,,,,,,,,,633,633,,Complete,18,35,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,16/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Durgāsarvasva,NOI0042588,"OSM, Bhubaneswar",Bulei Behera,,,88,,,Sanskrit,Oriya,,,,,,,,,29,,,Complete,63,125,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Tantra,,,12/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mahābhārata- Vanaparva,NOI0240977,"OSM, Bhubaneswar",Artatrana Mishra,,,77,Bhāgavatamiśra,,Oriya,Oriya,,,,,,,,,79,,,Complete,124,247,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Itihāsa/Tārīḵẖ,,,19/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrīvrata,NOI004291022,"OSM, Bhubaneswar",Baikuntha Nath Pati,,,1022,,,Sanskrit,Oriya,,,,,,,,,,,,Complete,14,28,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Dharmaśāstra / Darsiyāt-i Islāmiyah,,,17/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOI0251134,"OSM, Bhubaneswar",Natabara Barik,,,34,Jagannāthadāsa,,Oriya,Oriya,`,,,,,,,,,,,Complete,61,122,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Dehakilani,NOI02293102,"OSM, Bhubaneswar",Brundaban Dash,,,102,,,Oriya,Oriya,,,,,,,,,,,,Incomplete,2,4,,28,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Mantra,,,01/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata (10thskandadīpikāṭīkā),NOO002995661,"OSM, Bhubaneswar",Parija Utkal University,,,5661,Śrīdharasvāmī,,Sanskrit,Oriya,,,,,,,,,1466,,,Complete,163,326,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,26/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kāvyādarśa,NOI0255371,"OSM, Bhubaneswar",Rabinarayan Mishra,,,71,,,Sanskrit,Oriya,,,,,,,,,55,,,Incomplete,103,202,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Kāvya,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
"Padmapurāṇa- Kārttikamāhātmya, Māghamāhātmya",NOO00246348,"OSM, Bhubaneswar",Bada Oriya Matha,,,348,Nīlāmbaradāsa,,Sanskrit,Oriya,,,,,,,,,140,,,Complete,121,241,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Māhātmya,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Varasavaragauḍapāda,NOI02293103,"OSM, Bhubaneswar",Brundaban Dash,,,103,,,Oriya,Oriya,,,,,,,,,,,,Incomplete,4,8,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Mantra,,,01/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOI0256816,"OSM, Bhubaneswar",Gagan Bihari Dash,,,16,,,Oriya,Oriya,,,,,,,,,,9/143,,Complete,84,168,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Purāṇa,,,25/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Pūjyadevatāhoma,NOI03744303,"OSM, Bhubaneswar",Nilakantha Tripathy,,,303,,,Sanskrit,Oriya,,,,,,,,,4,31,,Complete,2,4,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,07/10/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rādhāṣṭamī Vrata,NOI0373923,"OSM, Bhubaneswar",Surendra Panda,,,23,,,Oriya,Oriya,,,,,,,,,,23,,Incomplete,16,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Broken",Dharmaśāstra,,,04/10/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Pūjāmantra,NOI0252517,"OSM, Bhubaneswar",Rabindranath Dash,,,17,,,Sanskrit,Oriya,,,,,,,,,,,,Complete,115,230,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,20/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Dādhyatābhakti,NOI0057339,"OSM, Bhubaneswar",Gananath Panda,,,39,Rāmadāsa,,Oriya,Oriya,,,,,,,,,,,,Incomplete,180,360,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Bhakti,,,18/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Janmamiśera,NOI02312470,"OSM, Bhubaneswar",Raghu Nandi,,,470,,,Sanskrit,Oriya,,,,,,,,,,,,Complete,3,6,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Jyotiṣa,,,01/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata- Pañcamaskandha,NOI0240550,"OSM, Bhubaneswar",Babu Padhi,,,50,Sadānandapāḍhī,,Oriya,Oriya,,,,,,,,,5,,,Complete,99,198,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,22/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Gītagovinda,NOI0255481,"OSM, Bhubaneswar",Pandit Surya Narayan Rathasarma,,,81,Jayadeva,,Sanskrit,Oriya,,,,,,,,,50,,,Complete,91,181,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Devīśrāddhāpūjā,NOI0255586,"OSM, Bhubaneswar",Damodar Nayak,,,86,,,Sanskrit,Oriya,,,,,,,,,80,,,Incomplete,91,181,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Dharmaśāstra,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kallaśacautīsā,NOI00516159,"OSM, Bhubaneswar",Digambar Dash (Digambara Dash Astaranga),,,159,,,Oriya,Oriya,,,,,,,,,122,,,Incomplete,76,151,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Vedāṅga,,,18/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Gharakilā,NOI02293104,"OSM, Bhubaneswar",Brundaban Dash,,,104,,,Oriya,Oriya,,,,,,,,,,,,Incomplete,3,6,,28,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Mantra,,,01/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Viṣṇudvādaśanāma(Durgāpujāvidhi),NOI0256689,"OSM, Bhubaneswar",Kailasha Chandra Mishra,,,89,,,Sanskrit,Oriya,,,,,,,,,,14/442,,Complete,103,206,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,25/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Sudaśāvrata,NOI0119023,"OSM, Bhubaneswar","Bhagavata Ghara, Badajhara",,,23,Brajabandhupradhāna,,Oriya,Oriya,,,,,,,,,17,,,Complete,22,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra / Darsiyāt-i Islāmiyah,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
"Jyotiṣaśāstra, Śilpaśāśtra",NOO00246349,"OSM, Bhubaneswar",Bada Oriya Matha,,,349,,,Sanskrit,Oriya,,,,,,,,,350,,,Complete,141,281,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,Śilpaśāstra,,22/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kāṇvasaṃhitā,NOO002995662,"OSM, Bhubaneswar",Parija Utkal University,,,5662,Somanāthamiśra,,Sanskrit,Oriya,,,,,,,,,1776,,,Incomplete,161,322,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,,,,25/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmacandrapurvatāpanīupanṣad,NOO002995663,"OSM, Bhubaneswar",Parija Utkal University,,,5663,,,Sanskrit,Oriya,,,,,,,,,1542/22,1542/22,,Complete,6,12,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,,,,25/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Sahasranāma,NOI03726221,"OSM, Bhubaneswar",Babaji Museum,,,221,,,Sanskrit,Oriya,,,,,,,,,,2,,Complete,10,20,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Stotra,,,07/10/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Lakṣamīpūjā,NOI1088016,"OSM, Bhubaneswar",Janamejay Kar,,,16,Anirudhakara,,Sanskrit,Oriya,,,,,,,,,1,1,,Complete,,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Dharmaśāstra,,,24/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata(Cathurthaskandha),NOI1034412,"OSM, Bhubaneswar",Krushna Prasad Upadhyaya,,,12,,,Oriya,Oriya,,,,,,,,,7,7,,Complete,202,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,24/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmāyaṇa,NOI02560251,"OSM, Bhubaneswar",Bandita Sahoo,,,251,Balarāmadāsa,,Oriya,Oriya,,,,,,,,,189,189,,Incomplete,15,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Itihāsa/Tārīḵẖ,,,25/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Tattvakaumudī,NOI00516160,"OSM, Bhubaneswar",Digambar Dash (Digambara Dash Astaranga),,,160,,,Sanskrit,Oriya,,,,,,,,,21,,,Incomplete,28,55,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Dharmaśāstra,,,17/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Tantrapothi,NOI005359,"OSM, Bhubaneswar",Mena Patel,,,9,,,Oriya,Oriya,,,,,,,,,,6,,Complete,35,70,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Tantra,,,17/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Aṣṭadaśapurāṇa(Ṣaṣṭakhaṇḍa),NOI0240642,"OSM, Bhubaneswar",Sukadev Padhi,,,42,Sadānandapāḍhī,,Oriya,Oriya,,,,,,,,,36,,,Complete,62,124,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kṛṣṇarasāmṛta,NOI0251247,"OSM, Bhubaneswar",Narayan Barik,,,47,,,Oriya,Oriya,,,,,,,,,,,,Complete,42,84,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,25/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Dhūpa,NOI02293105,"OSM, Bhubaneswar",Brundaban Dash,,,105,,,Oriya,Oriya,,,,,,,,,,,,Incomplete,2,4,,28,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Mantra,,,01/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Aganīsaṁskāra,NOI0051753,"OSM, Bhubaneswar",Surendra Kumar Dash,,,53,,,Sanskrit,Oriya,,,,,,,,,,43,,Incomplete,12,23,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Karmakāṇḍa,,,17/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata Harivaṁśa,NOI0253334,"OSM, Bhubaneswar",Syamsunder Mohanty,,,34,Acyutānanda,Srimān Govinda,Oriya,Oriya,,,,,,,,,,,,Incomplete,350,699,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,21/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
