title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
Harivaṁśa,NOI162206,"OSM, Bhubaneswar",Akula Garadia,,,6,,,Oriya,Oriya,,,,,,,,,1,,,Incomplete,,376,,34,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Itihāsa/Tārīḵẖ,Purāṇa,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vaidehiṣavilāsa,NOO002994804,"OSM, Bhubaneswar",Parija Utkal University,,,4804,Upendrabhañja,,Oriya,Oriya,,,,,,,,,cy/215,cy/215,,Complete,,240,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,03/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Brahmāṇdpurāṇa,NOI203161,"OSM, Bhubaneswar",Jagadish Bagh,,,1,,,Oriya,Oriya,,Malika,,,,,,,,2,,Complete,84,168,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rādhāṣṭamī,NOI173662,"OSM, Bhubaneswar",Nityananda Nayak,,,2,,,Oriya,Oriya,,,,,,,,,5,2,,Incomplete,500,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrīcaraṇasudhānidhi,NOO002994805,"OSM, Bhubaneswar",Parija Utkal University,,,4805,Gobindabhañja,,Oriya,Oriya,,,,,,,,,1854,1854,,Complete,18,35,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śatrukathāna,NOO001361364,"OSM, Bhubaneswar",Dasarathi Pattanaik Library Trust,,,1364,,,Sanskrit,Oriya,,,,,,,,,581,60,,Complete,1,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Jyotiṣa,,,21/06/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Āṣāḍhaśuklacautiśā,NOO002994806,"OSM, Bhubaneswar",Parija Utkal University,,,4806,Mukundadeva,,Oriya,Oriya,,,,,,,,,288/4,288/4,,Complete,5,9,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata (Ekādaśaskandha),NOI179484,"OSM, Bhubaneswar",Jogendra Das,,,4,,,Oriya,Oriya,,,,,,,,,5,,,Complete,105,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrīvrajavihāra (Prathamachanda),NOO001332649,"OSM, Bhubaneswar",Orissa State Museum,,,2649,,,Oriya,Oriya,,,,,,,,,OL/87,OL/87,,Complete,156,311,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,21/06/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Basṅtavihāra,NOO002994808,"OSM, Bhubaneswar",Parija Utkal University,,,4808,Pindikāharicaṅdra,,Bengali,Oriya,,,,,,,,,9,9,,Complete,144,287,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhūtakelī,NOO002994807,"OSM, Bhubaneswar",Parija Utkal University,,,4807,Dinakṛuṣṇadāsa,,Oriya,Oriya,,,,,,,,,175,,,Complete,57,114,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vrajavihāra,NOO002994809,"OSM, Bhubaneswar",Parija Utkal University,,,4809,Daśarathīdāsa,,Oriya,Oriya,,,,,,,,,65,,,Incomplete,221,442,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vidgdhamādhavanāṭaka,NOO001332651,"OSM, Bhubaneswar",Orissa State Museum,,,2651,Rupagosvāmī,,Sanskrit,Oriya,,,,,,,,,,797,,Complete,72,144,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,21/06/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Pārāśarasaṁhitā,NOI172913,"OSM, Bhubaneswar",Bhagirathi Sadangi,,,3,,,Sanskrit,Oriya,,,,,,,,,10,2,,Incomplete,1000,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vrajavihāra,NOO001332650,"OSM, Bhubaneswar",Orissa State Museum,,,2650,Trilokanātha,,Oriya,Oriya,,,,,,,,,Ol/500,Ol/500,,Complete,105,210,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,21/06/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Harivaṇśa,NOI173421,"OSM, Bhubaneswar",Rajendra Narayan Panigrahi,,,1,,,Sanskrit,Oriya,,,,,,,,,50,,,Complete,,1200,20%,16,2,,Plant Products -> Palm leaf / ताड़ पत्र,,Vaṃśāvalī,,,21/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 80 Yearago,
दीतवार कथा,JAO0007817,"Satshrut Prabhavana Trust, Bhavnagar","श्री आदिनाथ दि. जैन मन्दिर, कठूँमर",,,17,प्राप्त नही,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,8,,,35,26,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,18/11/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOI1620413,"OSM, Bhubaneswar",Kailash Chandra Mohapatra,,,13,Jagannāthadāśa,,Oriya,Oriya,,,,,,,,,13,,,Incomplete,,240,,36,3,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,22/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mathurāmaṅgala,NOI1222228,"OSM, Bhubaneswar",Niranjan Sahoo,,,28,,,Oriya,Oriya,,,,,,,,,8,,,Complete,320,160,,30,3,6.2,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1933,
Carita,NOO002994810,"OSM, Bhubaneswar",Parija Utkal University,,,4810,Nārāyaṇa,,Oriya,Oriya,,,,,,,,,2601/3,,,Incomplete,6,12,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Nālacarita,NOO002994811,"OSM, Bhubaneswar",Parija Utkal University,,,4811,Madhusudandāsa,,Oriya,Oriya,,,,,,,,,429,429,,Incomplete,66,131,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kuhucautiṣā,NOO002994812,"OSM, Bhubaneswar",Parija Utkal University,,,4812,Dhanañjaya,,Oriya,Oriya,,,,,,,,,260/5,260/5,,Complete,4,8,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Premalocanakāvya,NOO002994813,"OSM, Bhubaneswar",Parija Utkal University,,,4813,,,Oriya,Oriya,,,,,,,,,318,318,,Complete,92,183,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOI173873,"OSM, Bhubaneswar",Baidhar Panda,,,3,,,Oriya,Oriya,,,,,,,,,q12,2,,Complete,1500,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mahābhārata (Virāṭaparva),NOI1732716,"OSM, Bhubaneswar",Raghunath Satapathy,,,16,Sāralādaśa,,Oriya,Oriya,,,,,,,,,1,,,Complete,86,172,,4,45,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Itihāsa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Caṇḍīpurāṇa,NOI166635,"OSM, Bhubaneswar",Laxman Ratha,,,5,Raghunātharatha,Raghunātharatha,Oriya,,,,,,,,,,3,3,,,,60,,10,2,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,21/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 100 years old.,
Arjunasārasvatīgītā,NOO002994814,"OSM, Bhubaneswar",Parija Utkal University,,,4814,Balarāmadāśa,,Oriya,Oriya,,,,,,,,,1999,1999,,Complete,80,159,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Gītā,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Caṇḍī,NOI173381,"OSM, Bhubaneswar",Dija Panda,,,1,,,Sanskrit,Oriya,,,,,,,,,4,3,,Complete,500,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Tantra,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rādhāsundarīboli,NOO002994815,"OSM, Bhubaneswar",Parija Utkal University,,,4815,Māhādevadāsa,,Oriya,Oriya,,,,,,,,,436/1,,,Complete,22,42,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrāddhapaddhati,NOI182862,"OSM, Bhubaneswar",Balabhadra Tripathy,,,2,,,Sanskrit,Oriya,,,,,,,,,,1,,Complete,155,,,3,24,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra / Darsiyāt-i Islāmiyah,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmāyaṇa (Āraṇyakakāṇḍa),NOI172813,"OSM, Bhubaneswar",Kallola Kumar Tripathy,,,3,Balarāmadaśa,,Oriya,Oriya,,,,,,,,,1,,,Complete,70,140,,4,20,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Itihāsa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Nṛsiṃhapurāṇa,NOI1149736,"OSM, Bhubaneswar",Rameshchandra Nayak,,,36,,,Oriya,Oriya,,,,,,,,,1,,,Incomplete,25,50,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,21/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmāyaṇa (Laṅkākāṇḍa),NOI1792619,"OSM, Bhubaneswar",Mandaradhara Das,,,19,,,Oriya,Oriya,,,,,,,,,14,,,Incomplete,233,,,17.5,1.8,,Plant Products -> Palm leaf / ताड़ पत्र,,Itihāsa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mahābhārata- Vanaparva,NOI176951,"OSM, Bhubaneswar",Ananta Charan Dash,,,1,Sāraḷādāsa,,Oriya,Oriya,,,,,,,,,3,,,Complete,95,190,,4,32,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Itihāsa/Tārīḵẖ,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Jyotiṣaśāstra,NOI203162,"OSM, Bhubaneswar",Jagadish Bagh,,,2,,,Oriya,Oriya,,Harināthamājhi,,,,,,,,3,,Complete,40,80,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Jalaśāstra,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Satyanārāyaṇajanmapālā,NOO002994816,"OSM, Bhubaneswar",Parija Utkal University,,,4816,,,Oriya,Oriya,,,,,,,,,1953/4,1953/4,,Complete,21,41,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Dharmaśāstra,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Tantra (Aṣṭamabhāga),NOI156545,"OSM, Bhubaneswar",Ishware Naik,,,5,,,Sanskrit,Oriya,,,,,,,,,,,,Incomplete,40,80,,3,18,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Tantra,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmāyaṇa (Araṇyakāṇḍa),NOI163182,"OSM, Bhubaneswar",Umakanta Sahoo,,,2,Balarāmadāsa,,Oriya,Oriya,,,,,,,,,1,,,Complete,70,140,First and last are missing,4,24,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Itihāsa,,,21/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOI158011,"OSM, Bhubaneswar",Madhaba Nanda Mishra,,,1,,,Oriya,Oriya,,,,,,,,,7,,,Incomplete,400,800,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Harivaṁśa,NOI157892,"OSM, Bhubaneswar",Bansidhar Mishra,,,2,,,Oriya,Oriya,,,,,,,,,7,,,Incomplete,110,210,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Itihāsa/Tārīḵẖ,Purāṇa,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mathurāvijayacautiśā,NOO002994817,"OSM, Bhubaneswar",Parija Utkal University,,,4817,Gopīnāthadāsa,,Oriya,Oriya,,,,,,,,,288/8,288/8,,Complete,5,10,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Caṇḍīsādhanā,NOI1872211,"OSM, Bhubaneswar",Udaya Chandra Mahapatra,,,11,Kāmākṣīprasādaśarmā,,Oriya,Oriya,,Udayacandramahāpatra,,,,,,,1,1,,Incomplete,115,230,,28,24cm,,Plant Products -> Palm leaf / ताड़ पत्र,,Tantra,,,21/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 65yrsago,
Khaḍīratna,NOO012361,"OSM, Bhubaneswar",Lingaraj Matha,Drawing,,1,,,Oriya,Oriya,,,,,,,,,4,4,,Complete,30,60,,10,2,,Plant Products -> Palm leaf / ताड़ पत्र,,Jyotiṣa,,,22/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1700,
Guptagītā,NOO002994818,"OSM, Bhubaneswar",Parija Utkal University,,,4818,Balarāmadāśa,,Oriya,Oriya,,,,,,,,,1620,1620,,Complete,88,175,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Gītā,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOI1149737,"OSM, Bhubaneswar",Rameshchandra Nayak,,,37,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,117,,,Incomplete,80,160,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,21/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Harivaṁśa,NOI161102,"OSM, Bhubaneswar",Kesaba Chandra Das,,,2,,,Oriya,Oriya,,,,,,,,,1,,,Incomplete,50,100,,4,30,,Plant Products -> Palm leaf / ताड़ पत्र,,Itihāsa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata  (33adhyāya),NOO001332652,"OSM, Bhubaneswar",Orissa State Museum,,,2652,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,,3221,,Complete,106,212,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,22/06/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Gaṇeśamaṅgalapothī,NOI1792620,"OSM, Bhubaneswar",Mandaradhara Das,,,20,,Vāsuparidā,Oriya,Oriya,,,,,,,,,35,,,Complete,145,,,11.9,1.5,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: KakadāMāsaSamabara,
Hanumāna,NOI203163,"OSM, Bhubaneswar",Jagadish Bagh,,,3,,,Oriya,Oriya,,Devagurū,,,,,,,,5,,Complete,34,67,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Itihāsa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Purāṇa(Mṛuguṇistoti),NOI167202,"OSM, Bhubaneswar",Dambodar Purohit,,,2,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,1,1,,Complete,53,106,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mahābhārata,NOI1170324,"OSM, Bhubaneswar",Biswajit Mahapatra,,,24,Sāralādāsa,G.Mahapatra,Oriya,Oriya,,,,,,,,,,,,Complete,56,112,,18,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Itihāsa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1831,
Rāmāyaṇa (Kiṣkindhākāṇḍa),NOO006466,"OSM, Bhubaneswar","IIIrd Bhagavata Tungi, Dugala",,,6,Balarāmadāsa,,Oriya,Oriya,,,,,,,,,1,,,Complete,198,395,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Itihāsa,,,18/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Pañcānanamelā,NOI173282,"OSM, Bhubaneswar",Purastam Panda,,,2,,,Oriya,Oriya,,,,,,,,,4,2,,Complete,500,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavatamahāpurāṇa- Ṣaṣṭhaskandha,NOI117135,"OSM, Bhubaneswar",Basant Ku. Mahapatra,,,5,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,,,,Complete,116,232,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1800,
Dvijarājapālā,NOO002994819,"OSM, Bhubaneswar",Parija Utkal University,,,4819,Dvijarājā,,Oriya,Oriya,,,,,,,,,232/1,232/1,,Incomplete,13,26,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata  (Ekādaśaskandha),NOI163048,"OSM, Bhubaneswar",Purna Chandra Mishra,,,8,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,11,,,Incomplete,,1800,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śīvāsukta,NOI0230018,"OSM, Bhubaneswar",Kanhu Ch. Hota,,,18,,Pancama Hota,Sanskrit,Oriya,,,,,,,,,6,15,,Complete,2,4,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Mantra,,,08/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Somanāthavratakathā,NOO002994820,"OSM, Bhubaneswar",Parija Utkal University,,,4820,,,Oriya,Oriya,,,,,,,,,2631,,,Incomplete,32,64,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,03/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Jñānaśayā,NOI1444525,"OSM, Bhubaneswar",Panchanan Patel,,,25,,Nārada,Sanskrit,Oriya,,,,,,,,,,,,Complete,100,200,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,21/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Uddhavacautiśā,NOO002994821,"OSM, Bhubaneswar",Parija Utkal University,,,4821,Kṛṣṇadāśa,,Oriya,Oriya,,,,,,,,,255/2,255/2,,Complete,3,5,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vicitrabhārata (Harivaṁśa),NOI1222229,"OSM, Bhubaneswar",Niranjan Sahoo,,,29,,,Oriya,Oriya,,,,,,,,,28,,,Complete,200,100,,25,3,6,Plant Products -> Palm leaf / ताड़ पत्र,,Itihāsa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1922,
Āyodhyākāṇḍa (Rāmāyaṇa),NOI1170325,"OSM, Bhubaneswar",Biswajit Mahapatra,,,25,Balarāmadāsa,,Oriya,,,,,,,,,,,,,Complete,283,565,,35,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Itihāsa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1753,
Harivaṁśa,NOI160693,"OSM, Bhubaneswar",Bhagaban Panda,,,3,,,Oriya,Oriya,,,,,,,,,2,,,Incomplete,100,200,,4,30,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Itihāsa/Tārīḵẖ,Purāṇa,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Uḍupasāpradīpikā,NOI004191250,"OSM, Bhubaneswar",Gokulananda Routray,,,1250,,,Sanskrit,Oriya,,,,,,,,,,886,,Complete,41,62,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Jyotiṣa,,,17/06/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vrajavihāra,NOO002994822,"OSM, Bhubaneswar",Parija Utkal University,,,4822,Daśarathīdāsa,,Oriya,Oriya,,,,,,,,,107,,,Incomplete,194,388,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOI179655,"OSM, Bhubaneswar",Sakuntala Devta,,,5,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,4,,,Complete,100,200,,4,35,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1924,
Vaṁśāvalī,NOI183044,"OSM, Bhubaneswar",Sashi Bhusan Tripathy,,,4,,,Sanskrit,Oriya,,,,,,,,,,1,,Complete,100,,,3,24,,Plant Products -> Palm leaf / ताड़ पत्र,,Vaṃśāvalī,Not Available,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Harivaṁśa (Rāhāsakriḍā),NOO011564,"OSM, Bhubaneswar","Siva Mandir, Ulba",,,4,,,Oriya,Oriya,,,,,,,,,7,7,,Complete,352,704,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1945,
Cautiśābhūṣaṇa,NOO002994823,"OSM, Bhubaneswar",Parija Utkal University,,,4823,Nṛsiṃhapaṭṭnāyaka,,Oriya,Oriya,,,,,,,,,287,287,,Complete,15,29,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Kāvya,,,02/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mañjarīnirupaṇa,NOO002994824,"OSM, Bhubaneswar",Parija Utkal University,,,4824,,,Sanskrit,Oriya,,,,,,,,,1526/4,,,Incomplete,9,18,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya,,,29/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
