title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
Darul-Majālis,RRO000013247,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",,,3247,Saifud-Dīn Zafar NoBaharī,,Persian,Nastaliq,,,,,,,,,Mazhab,University/5/33,,Complete,162,,,,,,Plant Products -> Paper / कागज,,Sufism,,,31/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1222 ah,
Muntaḵẖab al-Naḥw,RRO0001474,"Rampur Raza Library, Rampur",Allahabad Museum,منتخب النحو,,74,Amīr Ḥaidar Bilgirāmī,,Persian,Nastaliq,,,,,,,,,Nahu,140/B,,Complete,37,,,,,,Plant Products -> Paper / कागज,,Ṣarf,,,12/12/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1816 A.D.,
Ṭabqātul-Ḵhawāṣ,RRO000051255,"Rampur Raza Library, Rampur","Lucknow,Nadwatul Ulema",طبقات الخواص,,1255,Aḥmad b. Aḥmad az-Zubadī,,Arabic,Naskh,,,,,,,,,Sirat,1829,,Complete,316,,,19.4,14,,Plant Products -> Paper / कागज,"Bad, Worm eaten",,,,17/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Maktūb-i-Zain Aḥmad,RRO000013248,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",مکتوب زین احمد,,3248,Nil,,Urdu,Nastaliq,,,,,,,,,Urdu Mans.,University/108,,Complete,2,,,,,,Plant Products -> Paper / कागज,,Insha,,,21/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Ḵẖulāṣah Ḥāśiyat al-Ṯībī ʻalā al-Miśkāt,RRO000013250,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",خلاصتہ حاشیہ الطیبی علی ا لمشکوة,,3250,Śarīf al-Jurjānī,,Arabic,Naskh,,,,,,,,,Hadith,Abdul Hai/72,,Complete,,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Śarḥ-i Muwaṯṯā,RRO000013251,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",شرح الموطا,,3251,(Alami?) ʻAlī al-Qārī al-Makkī,ʻAlī Kaśmīrī,Arabic,Naskh,,,,,,,,,Hadith,Abdul Hai/58,,Complete,586,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1294,
Juzʼ min Kitāb Mustadrik al-Ḥākim,RRO000013252,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",جزء من کتاب مستدرک الحاکم,,3252,Imām Ḥākim,,Arabic,Naskh,,,,,,,,,Hadith,Abdul Hai/64,,Complete,,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Marqāt Śarḥ-i Miśkāt (P.1),RRO000013253,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",مرقات شرح مشکوة,,3253,Mullā ʻAlī al-Qārī,,Arabic,Naskh,,,,,,,,,Hadith,Abdul Hai/68,,Complete,,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Jawāhir al-Qurān,RRO000013249,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",جواہر القران,,3249,M. Ġazālī,,Arabic,Naskh,,,,,,,,,Tajwid,Abdul Hai/41/B,,Complete,,,,,,,Plant Products -> Paper / कागज,,Tajwīd,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Risālah ʻArūḏ wa Qāfiyah,RRO0002569,"Rampur Raza Library, Rampur",U.P.State Regional Archieves,رسالہ عروض و قافیہ,,69,Unklnown,,Persian,Nastaliq,,,Persian,,,,,,Rhetorics and Prosody,2543,,Complete,,,,,,,Plant Products -> Paper / कागज,,Vedāṅga,,,30/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Panj Ruq‘ah,RRI000077,"Rampur Raza Library, Rampur","Aligarh,Hakim Zillurrahman",پنج رقعہ,,7,Maulawī ‘Abd al-Aḥad,,Arabic,Nastaliq,,,,,,,,,Tarikh,97,,Complete,,,,,,,Plant Products -> Paper / कागज,,Itihāsa,,,04/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1274 A.H.,
Fawāʼid al-Fawād Firoz Śāhī,RRO000013254,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",فواید الفواد فیروز شاہی,,3254,Śaraf M. b. al-Atafī,,Persian,Nastaliq,,,,,,,,,Fiqh,Subhanallah/297.3/30,,Incomplete,99,,,,,,Plant Products -> Paper / कागज,,Fiqh,,,02/01/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāz-i Taṣawwuf,RRO000013256,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",راز تصوف,,3256,Jamāl al-Dīn Aḥmad Urūstanī,,Persian,Nastaliq,,,,,,,,,Tasawwwuf,Subhanallah/297.7/8,,Complete,112,,,,,,Plant Products -> Paper / कागज,,Sufism,,,02/01/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kitāb al-Istiftāʼ,RRO000013255,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",کتاب الاستفتاء,,3255,Nil,,Persian,Nastaliq,,,,,,,,,Fiqh,Subhanallah/297.31/2,,Complete,108,,,,,,Plant Products -> Paper / कागज,,Fiqh,,,02/01/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Talḵhīṣ,RRI00002153,"Rampur Raza Library, Rampur","Rampur,Murtaza Farhat,syed",تلخیص,,153,Unknown,,Arabic,Nastaliq,,,,,,,,,Balaghat,6,,Incomplete,100,,,25,14.5,,Plant Products -> Paper / कागज,Bad,Islamic Studies,,,08/11/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
al-Hidāyah,RRO000051256,"Rampur Raza Library, Rampur","Lucknow,Nadwatul Ulema",الھدایۃ,,1256,Burhānud-Dīn ‘Alī,,Arabic,Nastaliq,,,,,,,,,Usul-i-fiqh,690,,Complete,248,,,27.3,17.7,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Fiqh,,,19/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Ḥālāt wa Maktūbāt Ḥadhrat Ḵhwājah ‘ Uthmānī,RRI00002154,"Rampur Raza Library, Rampur","Rampur,Murtaza Farhat,syed",حالات و مکتوبات حضرت خواجہ عثمانی,,154,Ḥadhrat Naṣīrud-Dīn Chirāgh Dihlawī,,Persian,Naskh,,,,,,,,,Wazaif,9,,Complete,100,,,19,12,,Plant Products -> Paper / कागज,Bad,Sufism,,,08/11/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Qālī Aqūl,RRI00002155,"Rampur Raza Library, Rampur","Rampur,Murtaza Farhat,syed",قالی اقول,,155,Unknown,,Arabic,Nastaliq,,,,,,,,,Sarf,67,,Complete,20,,,22.5,15.5,,Plant Products -> Paper / कागज,Bad,Islamic Studies,,,08/11/2004,,,No,,,,,No,No,,,,,,,manus_dt: 6 Jalus,
Kalām-i-Maḵhdūm,RRO000013257,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",,,3257,Jalālud-Dīn Rūmī,,Persian,Nastaliq,,,,,,,,,Mazhab,University/5/75/1,,Complete,,,,,,,Plant Products -> Paper / कागज,,Sufism,,,01/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Risālah fī al-Tajwīd,RRO000013259,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",رسالہ فی التجوید,,3259,Nil,,Arabic,Naskh,,,,,,,,,Tajwid,Abdul Hai/39,,Complete,,,,,,,Plant Products -> Paper / कागज,,Tajwīd,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Al-Ḥawāśi al-Mafhimah,RRO000013258,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",الحواشی المفھمة,,3258,M. b. al-Jazarī,,Arabic,Naskh,,,,,,,,,Tajwid,Abdul Hai/32,,Complete,33,,,,,,Plant Products -> Paper / कागज,,Tajwīd,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Al-Jāmiʻ al-Ṣaḥīḥ P.1,RRO000013260,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",الجا مع الصحیح البخاری  ج۔1,,3260,M. b. Ismāʻīl al-Buḵẖārī,ʻAbd al-Ḥaq al-Muḥammadī,Arabic,Naskh,,,,,,,,,Hadith,Abdul Hai/42,,Complete,,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1240,
Lexicography,RRO0002570,"Rampur Raza Library, Rampur",U.P.State Regional Archieves,لغت نو یسی,,70,Unknown,,Persian,Nastaliq,,,,,,,,,Lexicography,11081,,Incomplete,,,,,,,Plant Products -> Paper / कागज,,,,,28/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
लघुसिद्धान्तकौमुदी,JAO00171191,"Satshrut Prabhavana Trust, Bhavnagar",श्री दि0 जैन मंदिर,,,191,पाणिनी,,Sanskrit,,,वरद राजाचार्य,,,,,,,,,,Incomplete,63,,,27,11,,Plant Products -> Paper / कागज,,,,,17/03/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Marqāt Śarḥ-i Miśkāt,RRO000013261,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",مرقات شرح مشکوة,,3261,Mullā ʻAlī al-Qārī,,Arabic,Naskh,,,,,,,,,Hadith,Abdul Hai/69,,Complete,,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Tafṣīl Kārḵẖānajāt,RRO0002572,"Rampur Raza Library, Rampur",U.P.State Regional Archieves,تفصیل کارخانجات,,72,Ajai Cand Bhatnagar,,Persian,Nastaliq,,,,,,,,,Deptt. run by Mughals,11735,,Incomplete,,,,,,,Plant Products -> Paper / कागज,Bad,Itihāsa,,,01/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Quṯbī,RRO0002571,"Rampur Raza Library, Rampur",U.P.State Regional Archieves,قطبی,,71,Unknown,Sikandar b. Qalandar Ḵẖān,Arabic,Naskh,,,,,,,,,Logic,11464,,Complete,,,,,,,Plant Products -> Paper / कागज,,Darśana,,,05/12/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1116 A.H.,
Risālah-i Sawāl wa Jawāb Masāʼil,RRO000013263,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",رسالہ سوال و جواب مسائل,,3263,Nil,,Persian,Nastaliq,,,,,,,,,Fiqh,Subhanallah/297.3/37,,Complete,9,,,,,,Plant Products -> Paper / कागज,,Fiqh,,,02/01/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Risālah-i Ibrāhīm Śāhī,RRO000013262,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",رسالہ ابراہیم شاہی,,3262,Qāḏī Śahāb al-Dīn Malik al-ʻUlamāʼ,,Persian,Nastaliq,,,,,,,,,Fiqh,Subhanallah/297.3/27,,Complete,6,,,,,,Plant Products -> Paper / कागज,,Fiqh,,,02/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1235 AH,
Śarḥ al-Taʻarruf Maḏẖhub al-Taṣawwuf,RRO000013265,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",شرح التعرف مذھب التصوف,,3265,Nil,ʻAbd al-Bāqī b. Faḏl Allāh,Persian,Nastaliq,,,,,,,,,Tasawwuf,Subhanallah/297.7/17,,Complete,181,,,,,,Plant Products -> Paper / कागज,,Sufism,,,02/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 995 Ah,
Ghulistān-i-Sa‘ dī,RRI00002156,"Rampur Raza Library, Rampur","Rampur,Murtaza Farhat,syed",گلستان سعدی,,156,Shaiḵh Sa‘ dī Muṣliḥud-Dīn,,Persian,Naskh,,,,,,,,,Farsi Nasr,14,,Complete,150,,,21.5,15.3,,Plant Products -> Paper / कागज,Bad,Diwan,,,08/11/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Ithbātun-Nubūwat,RRI00002157,"Rampur Raza Library, Rampur","Rampur,Murtaza Farhat,syed",اثبات النبوة,,157,Shaiḵh Aḥmad Sarhindī,,Persian,Nastaliq,,,,,,,,,Maktubat,15,,Complete,120,,,24,16,,Plant Products -> Paper / कागज,Bad,Islamic Studies,,,08/11/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Risālah-i Imām Faḵẖr al-Dīn Rāzī,RRO000013264,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",رسالہ امام فخرالدین رازی,,3264,Imām Faḵẖr al-Dīn Rāzī,,Persian,Nastaliq,,,,,,,,,Tasawwuf,Subhanallah/297.7/15,,Complete,5,,,,,,Plant Products -> Paper / कागज,,Sufism,,,02/01/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Dalā’il al-Ḵẖairāt wa Shawāriq al-Anwār,RRI00001138,"Rampur Raza Library, Rampur","Aligarh,Muzammil Library",دلائل الخیرات و شوارق الانوار,,138,Muḥammad b. Sulaimān al-Jazulī,,Arabic,Naskh,,,,,,,,,,451,,Complete,91,,,28,15,,Plant Products -> Paper / कागज,,Islamic Studies,,,30/09/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Dastūr al-Mufassirīn,RRO000013266,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",دستور المفسرین,,3266,ʻAbd al-Nabī b. Sirāj al-Dīn al-Ṣūfī al-Śattārī,,Arabic,Nastaliq,,,,,,,,,Tajwid,Abdul Hai/41/H,,Complete,73,,,,,,Plant Products -> Paper / कागज,,Tajwīd,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Irshāduth-Thaqāt Ilā Ittifāq,RRO000051257,"Rampur Raza Library, Rampur","Lucknow,Nadwatul Ulema",ارشاد الثقات الی اتفاق الشرائع,,1257,Moḥd. b. ‘Alī ash-Shaukānī,,Arabic,Naskh,,,,,,,,,Kalam,777,,Complete,65,,,24.7,17.6,,Plant Products -> Paper / कागज,,Kalām,,,19/02/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Chand Rasā’il Muḵẖtalif,KBO0000620,"Khuda Baksh Oriental Public Library, Patna",Patna University Library,چند رسائل مختلیف,,20,,,Persian,Nastaliq,,,,,,,,,,Sr 860,,Complete,155,,,,,,Plant Products -> Paper / कागज,Bad,,,,13/04/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1278 AH,
Kitāb al-Sunan min al-Ṣaḥāḥ al-Sittah,RRO000013269,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",کتاب السنن من الصحاح الستہ,,3269,Abū Dāʼūd Sulaimān b. Ashas al-Sijistānī al-Baṣrī,Abū ʻAbd Allāh al-Śāfiʻī,Arabic,Naskh,,,,,,,,,Hadith,Abul Hai /54,,Complete,,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1224,
Al-Tawśīḥ ʻalā al-Jāmiʻ al-Ṣaḥīḥ,RRO000013267,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",التوشیح علی الجا مع الصحیح,,3267,Jalāl al-Dīn al-Suyūṯī,,Arabic,Naskh,,,,,,,,,Hadith,Abdul Hai/46,,Complete,26,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Bahjat al-Nufūs,RRO000013268,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",بہجتہ النفوس,,3268,Abū M. ʻAbd Allāh b. Abī Hamzah al-ʻAḏudī al-Undulasī,,Arabic,Naskh,,,,,,,,,Hadith,Abdul Hai/45,,Complete,,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Risālah-i Taṣawwuf,RRO0002573,"Rampur Raza Library, Rampur",U.P.State Regional Archieves,رسالہ تصوف,,73,Śaiḵẖ Bhikhari Kākorī,,Persian,Nastaliq,,,,,,,,,Mysticism,2534,,Incomplete,,,,,,,Plant Products -> Paper / कागज,,Taṣawwuf,,,30/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1187 A.H.,
Sirāj al-Luġat,RRO0002574,"Rampur Raza Library, Rampur",U.P.State Regional Archieves,سراج اللغت,,74,Sirāj al-Dīn ʻAlī Ḵẖān Ārzū,,Persian,Nastaliq,,,,,,,,,Lexicohraphy,11126,,Incomplete,,,,,,,Plant Products -> Paper / कागज,Bad,,,,01/12/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Al-Taʻlīq al-Mamjad ʻAlī Muwaṯṯā,RRO000013271,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",التعلیق الممجد عل موطا الامام محمد,,3271,Abū al-Ḥasanāt Farangī Maḥlī,,Arabic,Naskh,,,,,,,,,Hadith,Abdul Hai/62,,Complete,325,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Nahr al-Faṣāḥat,RRO0002575,"Rampur Raza Library, Rampur",U.P.State Regional Archieves,نہر الفصاحت,,75,Mirzā Muḥammad Ḥasan Qatīl,,Persian,Nastaliq,,,,,,,,,Rhetorics And Prosody,10588,,Complete,,,,,,,Plant Products -> Paper / कागज,,,,,29/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1269 A.H.,
Al-Dībāj ʻAlī Ṣaḥīḥ Muslim b. al-Ḥajjāj,RRO000013270,"Rampur Raza Library, Rampur","Aligarh,Maulana Azad Library",الدیباج علی صحیح المسلم بن الحجاج,,3270,Jalāl al-Dīn al-Suyūṯī,,Arabic,Naskh,,,,,,,,,Hadith,Abdul Hai/59,,Complete,,,,,,,Plant Products -> Paper / कागज,,Ḥadīṯẖ,,,27/12/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
