title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
Sūryasiddhānta,NBI030734,Dev kumar Jain Oreintal Research Institute (Survey),Radha Kant Jha,,,4,,Śrīṭekanāthajhā,Sanskrit,Devanagari,,,,,,,,,,17,,Complete,18,36,,,,,Plant Products -> Paper / कागज,,Jyotiṣa,,,23/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1892,
Pancamerupūjā,NBO00213901,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,901,,,Sanskrit,Devanagari,,,,,,,,,Da,89/69/3,,Complete,3,,,25.5,16.8,,Plant Products -> Paper / कागज,"Bad, Brittle",Jaina Pūjā,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Samayasāra,NBO00213902,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,902,Ācāryakundakunda,,Prakrit,Devanagari,,,,,,,,,D9,104/3,,Complete,10,,After 10 pages,22,11.5,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Darśana,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmāyaṇa(laṅkākāṇḍa),NBO00213903,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,903,Ratnākārakavi,,Hindi,Devanagari,,,,,,,,,D,95/3,,Complete,159,,,21.6,15,,Plant Products -> Paper / कागज,,Itihāsa,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Tāṇḍayabrāhmaṇa,NBO003021693,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1693,,,Sanskrit,Devanagari,,,,,,,,,DA,27/18,,Incomplete,22,,,25,11,,Plant Products -> Paper / कागज,"Bad, Brittle",,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrīkṛṣṇāyanamaḥ,NBI03096359,Dev kumar Jain Oreintal Research Institute (Survey),Vedanand Jha,,,359,,,Sanskrit,Tirhuta/Mithilakshar‎,,,,,,,,,,,,Incomplete,,40,,,,,Plant Products -> Paper / कागज,Bad,Jyotiṣa,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Jñānakalyāṇakapūjā,NBO00213904,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,904,,,Sanskrit,Devanagari,,,,,,,,,Da,96/39/4,,Complete,1,,,25,16.6,,Plant Products -> Paper / कागज,Bad,Jaina,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kālacakra,NBI031596,Dev kumar Jain Oreintal Research Institute (Survey),Madan Jha,,,6,Śrī Bhavānandasiddhāntavāgiśa,,Sanskrit,-,,Śrī Manojamiśra,,,,,,,,,,Complete,,,,,,,Plant Products -> Paper / कागज,,Nyāya,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Viṣṇukavaca,NBO00213905,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,905,,,Sanskrit,Devanagari,,,,,,,,,D9,117/48,,Incomplete,4,,,13.06,8,,Plant Products -> Paper / कागज,Bad,Stotra,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śīghrabodhabhāṣā,NBO003021692,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1692,,,Sanskrit,Devanagari,,,,,,,,,DA,71/2,,Incomplete,20,,After 6 and 21,23,19.7,,Plant Products -> Paper / कागज,,Jyotiṣa,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Durgāstotra,NBO003021694,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1694,,,Sanskrit,Devanagari,,,,,,,,,Da,47/7,,Incomplete,1,,,16,8.3,,Plant Products -> Paper / कागज,,Stotra,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śatadivyastotra,NBO00213906,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,906,,,Sanskrit,Devanagari,,,,,,,,,D9,117/34,,Incomplete,3,,,24,10.5,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Stotra,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrīpāśrvanāthapūjā,NBO003021695,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1695,,,Hindi,Devanagari,,,,,,,,,D,78/35,,Incomplete,1,,,29,17.8,,Plant Products -> Paper / कागज,"Bad, Brittle",Jaina Pūjā,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmāyaṇa,NBI009681,Dev kumar Jain Oreintal Research Institute (Survey),Shivji Ojha,,,1,Tulasīdāsa,,Hindi,Devanagari,,,,,,,,,1,1,,Complete,,350,,20,15,,Plant Products -> Paper / कागज,,Itihāsa,,,11/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Adhyātmarāmāyaṇa,NBO003021696,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1696,,,Sanskrit,Devanagari,,,,,,,,,D,87/1,,Complete,21,,,33,16.8,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Itihāsa,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrījanmakalyāṇakapūjā,NBO00213907,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,907,,,Sanskrit,Devanagari,,,,,,,,,Da,96/39,,Incomplete,9,,,16.6,25,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Jaina,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Āṭhakarmaka,NBI03164567,Dev kumar Jain Oreintal Research Institute (Survey),Veerayatan,,,567,,,Gujarati,Gujarati,,,,,,,,,18,13,,Complete,5,10,,,,,Plant Products -> Paper / कागज,,Jaina,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Brahmavaivarttapurāṇa,NBI030735,Dev kumar Jain Oreintal Research Institute (Survey),Radha Kant Jha,,,5,,Śrīṭekanāthajhā,Sanskrit,Devanagari,,,,,,,,,,20,,Incomplete,38,76,,,,,Plant Products -> Paper / कागज,Bad,Purāṇa,,,23/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1890,
Pañcadaśīmantrapaṭala,NBO003021698,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1698,,,Sanskrit,Devanagari,,,,,,,,,DA,27/23,,Complete,5,,"1,2 pages missing",24,11.7,,Plant Products -> Paper / कागज,"Bad, Brittle",Mantra,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śītalanāthapūjā,NBO003021697,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1697,,,Prakrit,Devanagari,,,,,,,,,D,74/11/11,,Complete,4,,,28.6,20.4,,Plant Products -> Paper / कागज,"Bad, Brittle",Jaina Pūjā,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1928varsa,
Ātmabodha,NBO00213908,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,908,,,Sanskrit,Devanagari,,,,,,,,,Da,89/66,,Incomplete,11,,Last pages.,18,9.5,,Plant Products -> Paper / कागज,"Bad, Brittle",Darśana,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Dvātriṁśatikāsāmāyikapāṭha,NBO00280138,Dev kumar Jain Oreintal Research Institute (Survey),Sri Digambar Jain Sarasvati Bhawan,,,138,Vimala Sāgara,,Sanskrit,Devanagari,,,,,,,,,40,32,,Complete,5,10,,21,17,,Plant Products -> Paper / कागज,,Jaina,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śreyāṁsanāthapūjā,NBO003021699,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1699,,,Prakrit,Devanagari,,,,,,,,,D,74/11/12,,Complete,4,,,28.6,20.4,,Plant Products -> Paper / कागज,"Bad, Brittle",Jaina Pūjā,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1928varsa,
Mohavijaya,NBI03749150,Dev kumar Jain Oreintal Research Institute (Survey),Bhavanath Jha,,,150,Jagadīśajhā,,Sanskrit,Devanagari,,,,,,,,,,,,Incomplete,,50,,,,,Plant Products -> Paper / कागज,Bad,Kāvya,,,25/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Siddhāntasāra,NBO003021700,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1700,,,Sanskrit,Devanagari,,,,,,,,,DA,71/8,,Incomplete,3,,"1to18 and after 14,16",27,16.5,,Plant Products -> Paper / कागज,"Bad, Brittle",Darśana,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Caudaha Atisaya varṇana,NBO00215420,Dev kumar Jain Oreintal Research Institute (Survey),Sri Parsvanath Digambar Jain Panchayati Mandir,,,420,,,Hindi,Devanagari,,,,,,,,,,62/80,,Complete,7,,,26,20,,Plant Products -> Paper / कागज,,Jaina,,,09/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Meghadūta,NBO003021701,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1701,Kālīdāsa,,Sanskrit,Devanagari,,,,,,,,,D,81/2,,Complete,13,,,26,11,,Plant Products -> Paper / कागज,"Bad, Brittle",Kāvya,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmacaritamānasa(Uttarakāṇḍa),NBO00213909,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,909,Tulasīdāsa,,Avadhi,-,,,,,,,,,D,95/8,,Incomplete,88,,After 1 - 90,19.5,25.5,,Plant Products -> Paper / कागज,,Itihāsa,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Paṇcāmukhīhanumānakavaca,NBO003021704,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1704,,,Sanskrit,Devanagari,,,,,,,,,D,79/34,,Incomplete,2,,,18.5,12,,Plant Products -> Paper / कागज,"Bad, Brittle",Tantra,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Sūryapurāṇa,NBI0075388,Dev kumar Jain Oreintal Research Institute (Survey),Ravindra Nath Misra,,,88,,,Maithili,-,,,,,,,,,,,,Complete,7,14,,9,7,,Plant Products -> Paper / कागज,,Purāṇa,,,19/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 130 years ago,
Yogasiddhāntacandrikā,NBI031597,Dev kumar Jain Oreintal Research Institute (Survey),Madan Jha,,,7,Śrī Svāmīnārāyaṇatīrtha,,Sanskrit,-,,Śrī Kundanajhā,,,,,,,,,,Complete,,,,,,,Plant Products -> Paper / कागज,,,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rūdryāmalakavaca,NBO003021703,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1703,,,Sanskrit,Devanagari,,,,,,,,,Da,42/41/1,,Incomplete,18,,1-290and last page,24.2,11,,Plant Products -> Paper / कागज,"Bad, Brittle",Tantra,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Laghusiddhāntakaumudī,NBO003021705,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1705,Varadarāja,,Sanskrit,Devanagari,,,,,,,,,DA,60/3,,Incomplete,8,,,27.7,11.7,,Plant Products -> Paper / कागज,,,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Pradoṣavratapūjā,NBO003021707,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1707,,,Sanskrit,Devanagari,,,,,,,,,Da,72/4,,Complete,8,,,13.1,9.2,,Plant Products -> Paper / कागज,"Bad, Brittle",Pūjā,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śaṅkarastotra,NBO003021706,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1706,,,Sanskrit,Devanagari,,,,,,,,,DA,70/21,,Incomplete,4,,Last page,22.6,13.7,,Plant Products -> Paper / कागज,Bad,Stotra,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Munipratikramaṇa,NBO00280139,Dev kumar Jain Oreintal Research Institute (Survey),Sri Digambar Jain Sarasvati Bhawan,,,139,Vimala Sāgara,,Sanskrit,Devanagari,,,,,,,,,40,20,,Complete,10,20,,21,17,,Plant Products -> Paper / कागज,,Jaina,,,23/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Niraṣachavinātha Jī kī pūjā,NBO003021710,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1710,,,Sanskrit,Devanagari,,,,,,,,,D,107/66,,Complete,1,,,22,14,,Plant Products -> Paper / कागज,,Jaina Pūjā,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmacaritamānasa(Sundarakāṇḍa),NBO00213910,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,910,Tulasīdāsa,,Avadhi,Devanagari,,,,,,,,,D,95/6,,Complete,42,,,16.5,24.3,,Plant Products -> Paper / कागज,,Itihāsa,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Karpūrastotra,NBO003021702,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1702,,,Sanskrit,Devanagari,,,,,,,,,D,76/33,,Complete,8,,,15,9.5,,Plant Products -> Paper / कागज,,Stotra,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Hanumānāṣṭaka,NBO003021711,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1711,,,Sanskrit,Devanagari,,,,,,,,,Da,72/21,,Incomplete,3,,last page,16.5,10.5,,Plant Products -> Paper / कागज,"Bad, Brittle",Stotra,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kāvyakuṅja,NBI0063741,Dev kumar Jain Oreintal Research Institute (Survey),Ashok Kumar Pathak,,,41,Candraśekharabhāradvāja,Candraśekharabhāradvāja,Hindi,Devanagari,,,,,,,,,,,,Complete,22,44,,12,8,,Plant Products -> Paper / कागज,,Kāvya,,,19/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1955 Lagabhaga,
Pallīpatana,NBO003021708,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1708,Karmānātha,,Hindi,Devanagari,,,,,,,,,NGA,45/9,,Incomplete,7,,,27,12,,Plant Products -> Paper / कागज,"Bad, Brittle",Jyotiṣa,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Aṣṭādhyāyī,NBO003021709,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1709,Pāṇinī,,Sanskrit,Devanagari,,,,,,,,,Da,42/39,,Incomplete,110,,1-6and last page,27.5,11.5,,Plant Products -> Paper / कागज,"Bad, Brittle",,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Jainabārahakhaḍī,NBO003021712,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1712,,,Hindi,Devanagari,,,,,,,,,JA,37/2,,Incomplete,8,,Last page,21,14,,Plant Products -> Paper / कागज,"Bad, Brittle",Jaina,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śisubodha,NBI03096360,Dev kumar Jain Oreintal Research Institute (Survey),Vedanand Jha,,,360,,,Sanskrit,Tirhuta/Mithilakshar‎,,,,,,,,,,,,Complete,,20,,,,,Plant Products -> Paper / कागज,,Jyotiṣa,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Ācāryapadasthāpanavidhi,NBO00280140,Dev kumar Jain Oreintal Research Institute (Survey),Sri Digambar Jain Sarasvati Bhawan,,,140,Vimala Sāgara,,Sanskrit,Devanagari,,,,,,,,,40,31,,Complete,2,4,,21,17,,Plant Products -> Paper / कागज,,Jaina,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Cāradhyāna kā vivaraṇa,NBI03164568,Dev kumar Jain Oreintal Research Institute (Survey),Veerayatan,,,568,,,Gujarati,Gujarati,,,Rajasthani,,,,,,18,8,,Complete,2,4,,,,,Plant Products -> Paper / कागज,,Jaina,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vyākaraṇaviṣyaka,NBI03096361,Dev kumar Jain Oreintal Research Institute (Survey),Vedanand Jha,,,361,,,Sanskrit,Tirhuta/Mithilakshar‎,,,,,,,,,,,,Incomplete,,32,,4.5,2,,Plant Products -> Paper / कागज,,,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Pārśvanāthastotra,NBO00280141,Dev kumar Jain Oreintal Research Institute (Survey),Sri Digambar Jain Sarasvati Bhawan,,,141,Vimala Sāgara,,Sanskrit,Devanagari,,,,,,,,,40,42,,Complete,1,2,,21,17,,Plant Products -> Paper / कागज,,Jaina,,,23/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kṛṣṇacaritra,NBI009342,Dev kumar Jain Oreintal Research Institute (Survey),Dharmender Tiwari,,,2,Vyāsa,,Hindi,Devanagari,,,,,,,,,1,1,,Complete,,316,,24,12,,Plant Products -> Paper / कागज,,Itihāsa,,,11/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Ānandalaharī,NBI03096362,Dev kumar Jain Oreintal Research Institute (Survey),Vedanand Jha,,,362,Śaṅkarācārya,,Sanskrit,Tirhuta/Mithilakshar‎,,,,,,,,,,,,Complete,42,42,,,,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Stotra,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Solahakāraṇapūjā,NBO00213911,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,911,,,Hindi,Devanagari,,,Prakrit,,,,,,D9,85/1/8,,Complete,3,,,28,28.5,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Jaina Pūjā,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Brahmasūkta,NBO003021714,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1714,,,Sanskrit,-,,,,,,,,,Da,72/30,,Complete,5,,,10.3,,,Plant Products -> Paper / कागज,"Bad, Brittle",,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Aśvavarṇana,NBO00213912,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,912,,,Hindi,Devanagari,,,,,,,,,Da,96/42,,Incomplete,2,,,13.5,19.4,,Plant Products -> Paper / कागज,Bad,,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Kālisahasranāma,NBO003021713,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1713,,,Sanskrit,Devanagari,,,,,,,,,Da,41/60/1,,Incomplete,8,,Last page,23.2,12.3,,Plant Products -> Paper / कागज,,Stotra,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Candragrahasyaudāharaṇa,NBO003021716,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1716,,,Sanskrit,Devanagari,,,,,,,,,Da,42/52,,Incomplete,2,,first and last page,25.4,11.5,,Plant Products -> Paper / कागज,"Bad, Brittle",Jyotiṣa,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mūhurtacintāmaṇi,NBI030736,Dev kumar Jain Oreintal Research Institute (Survey),Radha Kant Jha,,,6,,,Sanskrit,Devanagari,,Śrīdhaneśvarajhā,,,,,,,,44,,Incomplete,30,60,,,,,Plant Products -> Paper / कागज,Bad,Jyotiṣa,,,23/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1870,
Praśnotaramālikā,NBO003021715,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1715,Śaṅkarācārya,,Sanskrit,Devanagari,,,,,,,,,Da,42/27,,Incomplete,1,,many pages,23.1,9.5,,Plant Products -> Paper / कागज,"Bad, Brittle",Darśana,,,12/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śāstrapūjā,NBO00215421,Dev kumar Jain Oreintal Research Institute (Survey),Sri Parsvanath Digambar Jain Panchayati Mandir,,,421,,,Hindi,Devanagari,,,Sanskrit,,,,,,A,21/1(11),,Complete,4,,,271.5,17,,Plant Products -> Paper / कागज,,Pūjā,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Annapūrṇāsahasrakathā,NBI031433,Dev kumar Jain Oreintal Research Institute (Survey),Ram Dev Jha,,,3,,Shobha Jha,Sanskrit,Devanagari,,,,,,,,,,,,Incomplete,,30,,10,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Stotra,Kathā,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1904,
Śrīmadbhagavadgītā,NBO003021717,Dev kumar Jain Oreintal Research Institute (Survey),Dev Kumar Jain Oriental Library,,,1717,Śrīvedavyāsa,,Sanskrit,Devanagari,,,,,,,,,D,76/1,,Incomplete,81,,After 81 pages.,9.5,13.3,,Plant Products -> Paper / कागज,,Bhagavadgītā,,,16/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
