title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
Rāmāyaṇa(Bālakāṇda ),NBI008381,Dev kumar Jain Oreintal Research Institute (Survey),Siyaram Tiwari,,,1,Tulsīdāsa,,Hindi,Devanagari,,,,,,,,,,1,,Incomplete,98,,,,,,Plant Products -> Paper / कागज,,Itihāsa,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Sudarśanacaritra,NBI004851,Dev kumar Jain Oreintal Research Institute (Survey),Baliram Pathak,,,1,Narottamadāsa,,Hindi,Devanagari,,,,,,,,,1,1,,Complete,,240,,,,,Plant Products -> Paper / कागज,,Itihāsa,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Upadeśaratnamālā,NBI0080118,Dev kumar Jain Oreintal Research Institute (Survey),Shanti Devi Jain Granth Bhandar,,,18,Śrīsakalabhuṣaṇa,,Sanskrit,Devanagari,,,,,,,,,,19/15,,Complete,136,,,36,17,,Plant Products -> Paper / कागज,,Jaina,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mahimāstrota,NBO0021373,Dev kumar Jain Oreintal Research Institute (Survey),Sri Dev Kumar Jain Oriental Research Instiute,,,73,,,Sanskrit,Devanagari,,,,,,,,,Da,76/105,,Complete,8,,,11,17.7,,Plant Products -> Paper / कागज,,Stotra,,,11/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mantravāda,TTI0022634,"Thunchan Memorial Trust,Tirur",Vasudevan,,,34,,,Malayalam,Malayalam,,,,,,,,,,,,Complete,22,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Mantra,,,09/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mahābhārata,NBI010641,Dev kumar Jain Oreintal Research Institute (Survey),Kasi Misra,,,1,Vedavyāsa,,Hindi,Devanagari,,,,,,,,,1,1,,Complete,,452,,26,12,,Plant Products -> Paper / कागज,,Itihāsa,,,05/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Aindrajāla,NBO0021417,Dev kumar Jain Oreintal Research Institute (Survey),Sri  N.K.C.K,,,17,,,Hindi,Devanagari,,,,,,,,,Da,170,,Incomplete,3,,,21,12.5,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Kalā,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vyākaraṇasudhā,NBI035501,Dev kumar Jain Oreintal Research Institute (Survey),Dr. Gobandhu Misra,,,1,,Vrajabhusana misra,Sanskrit,Devanagari,,,,,,,,,,1,,Complete,148,148,,26,19,,Plant Products -> Paper / कागज,,,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1922,
Ardhamarāvidyāstotra,NBI0309656,Dev kumar Jain Oreintal Research Institute (Survey),Vedanand Jha,,,56,,,Sanskrit,Tirhuta/Mithilakshar‎,,,,,,,,,,,,Complete,,4,,3,2,,Plant Products -> Paper / कागज,,Stotra,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Amṛtodayaśatka,NBI031252,Dev kumar Jain Oreintal Research Institute (Survey),Ram Vadan Ray,,,2,,Sv. Jagdish Ray,Sanskrit,Devanagari,,,,,,,,,,,,Complete,,90,,,,,Plant Products -> Paper / कागज,,Kāvya,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Sarasvatīstotra,NBI0080119,Dev kumar Jain Oreintal Research Institute (Survey),Shanti Devi Jain Granth Bhandar,,,19,,,Sanskrit,Devanagari,,,,,,,,,,19/16,,Complete,21,,,28,16,,Plant Products -> Paper / कागज,,Stotra,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Hitōpadeśa,NBI004841,Dev kumar Jain Oreintal Research Institute (Survey),Harish Pathak,,,1,Sudarśana,,Sanskrit,Devanagari,,,,,,,,,1,1,,Complete,,48,,,,,Plant Products -> Paper / कागज,,Nītiśāstra,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śaniścarastotra,NBO0021418,Dev kumar Jain Oreintal Research Institute (Survey),Sri  N.K.C.K,,,18,Vedavyāsa,,Sanskrit,Devanagari,,,,,,,,,Da,163,,Complete,17,,,10.5,7.5,,Plant Products -> Paper / कागज,"Bad, Brittle",Stotra,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vālmīkirāmāyaṇa,NBI010851,Dev kumar Jain Oreintal Research Institute (Survey),Govardhan Singh,,,1,Vālmīki,,Sanskrit,Devanagari,,,,,,,,,,1,,Complete,,450,,24,12,,Plant Products -> Paper / कागज,,Itihāsa,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mantra,TTI0022635,"Thunchan Memorial Trust,Tirur",Vasudevan,,,35,,,Sanskrit,Malayalam,,,,,,,,,,,,Complete,2,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Mantra,,,09/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Saṃskṛtabhāratī,NBI010121,Dev kumar Jain Oreintal Research Institute (Survey),Shiv Kumar Chaubey,,,1,Śrīnivāsapāṇḍeya,,Sanskrit,Devanagari,,,,,,,,,1,1,,Complete,,37,,34,28,,Plant Products -> Paper / कागज,,,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Daśalākṣaṇīpūjā,NBI0080120,Dev kumar Jain Oreintal Research Institute (Survey),Shanti Devi Jain Granth Bhandar,,,20,,,Sanskrit,Devanagari,,,,,,,,,15/8,,,Complete,3,,,20,15,,Plant Products -> Paper / कागज,,Jaina,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mantravāda,TTI002272,"Thunchan Memorial Trust,Tirur",Devdas gurukkal,,,2,,,Malayalam,Malayalam,,,,,,,,,,,,Complete,,4,,,,,Plant Products -> Paper / कागज,Bad,Mantra,,,08/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mahābhārata,NBI005061,Dev kumar Jain Oreintal Research Institute (Survey),Surendra Tripathi,,,1,Vedavyāsa,,Hindi,Devanagari,,,,,,,,,1,1,,Complete,,450,,,,,Plant Products -> Paper / कागज,,Itihāsa,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Yantra,NBI006362,Dev kumar Jain Oreintal Research Institute (Survey),Ganesh Jha,,,2,,,Sanskrit,Devanagari,,,,,,,,,,,,Complete,3,6,,12,7,,Plant Products -> Paper / कागज,,,,,22/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 100varṣap,
Vyutpttivāda,NBI0309657,Dev kumar Jain Oreintal Research Institute (Survey),Vedanand Jha,,,57,,,Sanskrit,Tirhuta/Mithilakshar‎,,,,,,,,,,,,Complete,,12,,,,,Plant Products -> Paper / कागज,Bad,,,,25/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Puṇyapacīsī,NBI0080121,Dev kumar Jain Oreintal Research Institute (Survey),Shanti Devi Jain Granth Bhandar,,,21,Bhagavatīdāsa,,Hindi,Devanagari,,,,,,,,,,19/5,,Complete,26,,,24,12,,Plant Products -> Paper / कागज,,Jaina,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: Samvat 1733,
Anumānadīdhiti (Purva Khṇḍa),NBO002756,Dev kumar Jain Oreintal Research Institute (Survey),Nava Nalanda Mahavihara,,,6,Jagadiśa,,Bengali,Bengali,,,,,,,,,,11101,,Complete,,,,43,10,,Plant Products -> Paper / कागज,"Bad, Broken",Darśana,,,25/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rājavartikā,NBI0080122,Dev kumar Jain Oreintal Research Institute (Survey),Shanti Devi Jain Granth Bhandar,,,22,,,Sanskrit,Devanagari,,,,,,,,,,9/13,,Incomplete,5,,,26,18,,Plant Products -> Paper / कागज,,Jaina,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Amarakoṣa,NBI0080123,Dev kumar Jain Oreintal Research Institute (Survey),Shanti Devi Jain Granth Bhandar,,,23,Amarasiṁha,,Sanskrit,Devanagari,,,,,,,,,,9/14,,Incomplete,39,,,33,15,,Plant Products -> Paper / कागज,,Kośa,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Solahakāraṇarāsā,NBO0021514,Dev kumar Jain Oreintal Research Institute (Survey),Sri Parsvanath Digambar Jain Panchayati Mandir,,,14,,,Hindi,Devanagari,,,Prakrit,,,,,,a,2/19,,Complete,1,,,21.8,19,,Plant Products -> Paper / कागज,,Jaina,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1951 Samvat,
Trivarṇācāragranthavacanikā,NBO0021515,Dev kumar Jain Oreintal Research Institute (Survey),Sri Parsvanath Digambar Jain Panchayati Mandir,,,15,Valadevadantapaṇḍita,,Hindi,Devanagari,,,Sanskrit,,,,,,A,16/2,,Complete,179,,,33.5,21,,Plant Products -> Paper / कागज,,,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1959 samvat,
Kaṅjīkāvratodyāpana,NBI0080124,Dev kumar Jain Oreintal Research Institute (Survey),Shanti Devi Jain Granth Bhandar,,,24,,,Sanskrit,Devanagari,,,,,,,,,,15/15,,Complete,5,,,20,15,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrimadbhāgavata,TTI0022915,"Thunchan Memorial Trust,Tirur",Neelakandan Namboodiri,,,15,,,Sanskrit,Malayalam,,,,,,,,,,,,Complete,190,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Purāṇa,,,24/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śāsvatapañcasandhi,NBI0316416,Dev kumar Jain Oreintal Research Institute (Survey),Veerayatan,,,16,,Rāmalāla,Sanskrit,Devanagari,,,,,,,,,20,6,,Complete,11,22,,,,,Plant Products -> Paper / कागज,,,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: V.S 1898,
Gurū smaraṇa,NBI032202,Dev kumar Jain Oreintal Research Institute (Survey),Abhisek Kumar,,,2,Rāmajīśarmā,,Hindi,Devanagari,,,,,,,,,,,,Complete,,125,,,,,Plant Products -> Paper / कागज,,Bhakti,,,08/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Siddhāṇtamuktāvalī,TTI0022916,"Thunchan Memorial Trust,Tirur",Neelakandan Namboodiri,,,16,,,Sanskrit,Malayalam,,,,,,,,,,,,Complete,20,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,,,,26/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Ācāraādarśa,NBI031044,Dev kumar Jain Oreintal Research Institute (Survey),Uma Nath Thakur,,,4,,,Sanskrit,-,,,,,,,,,,,,Incomplete,50,100,,,,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Dakṣiṇāmūrtimantra,TTI0022917,"Thunchan Memorial Trust,Tirur",Neelakandan Namboodiri,,,17,,,Sanskrit,Malayalam,,,,,,,,,,,,Complete,30,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Mantra,,,24/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrautapaddhati,NBO0021419,Dev kumar Jain Oreintal Research Institute (Survey),Sri  N.K.C.K,,,19,,,Sanskrit,Devanagari,,,,,,,,,Da,41/106,,Incomplete,5,,2 to 12 and last.,22,11,,Plant Products -> Paper / कागज,"Bad, Brittle",Vedāṅga,,,05/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Ātmacaritāni,NBO002171,Dev kumar Jain Oreintal Research Institute (Survey),Maruti Sanskrit Shodh Sansthan (Prakash Puri),,,1,Brajabhūṣaṇamiśra,,Sanskrit,Devanagari,,,,,,,,,,1,,Complete,,40,,22,18,,Plant Products -> Paper / कागज,,,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Upadeśasāhasrī,NBO0021420,Dev kumar Jain Oreintal Research Institute (Survey),Sri  N.K.C.K,,,20,,,Sanskrit,-,,,,,,,,,Da,589,,Complete,2,,,24.3,10.3,,Plant Products -> Paper / कागज,"Bad, Brittle",Subhāṣita,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Hanumatśataka,NBI035541,Dev kumar Jain Oreintal Research Institute (Survey),Hiralal Upadhyaya,,,1,Prabhudanta,,Sanskrit,Devanagari,,,,,,,,,1,1,,Complete,,74,,38,32,,Plant Products -> Paper / कागज,Bad,Stotra,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Devagūrūdharma kī carcā,NBI0316417,Dev kumar Jain Oreintal Research Institute (Survey),Veerayatan,,,17,,,Rajasthani,Gujarati,,,Gujarati,,,,,,18,91,,Complete,1,2,,,,,Plant Products -> Paper / कागज,,Jaina,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrīratnakaraṇḍaśravakācāra,NBO0021517,Dev kumar Jain Oreintal Research Institute (Survey),Sri Parsvanath Digambar Jain Panchayati Mandir,,,17,Svāmīsamantabhadra,,Hindi,Devanagari,,,,,,,,,A,3/1,,Complete,319,,,37.5,22.5,,Plant Products -> Paper / कागज,,Jaina,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1928 Samvat,
Aṣṭottarasahasranāma,NBO0021516,Dev kumar Jain Oreintal Research Institute (Survey),Sri Parsvanath Digambar Jain Panchayati Mandir,,,16,Jinasenācārya,,Hindi,Devanagari,,,Sanskrit,,,,,,A,2/27,,Complete,7,,,21.8,19,,Plant Products -> Paper / कागज,,Jaina,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1951 Samvat,
Mārutīvyākaraṇasūdhā,NBI008071,Dev kumar Jain Oreintal Research Institute (Survey),Jagannath Misra,,,1,Brjabhuṣaṇamiśra,Ākṛantajī,Sanskrit,Devanagari,,,,,,,,,,1,,Complete,137,,,28,18,,Plant Products -> Paper / कागज,,,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: San 1998,
Vājasaneyivivāhapaddhati,NBI030728,Dev kumar Jain Oreintal Research Institute (Survey),Parmanand Thakur,,,8,,Upendraṭhākura,Sanskrit,Tirhuta/Mithilakshar‎,,,,,,,,,,25,,Complete,1,,,12,5,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Dharmaśāstra,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1300,
Merūvṛkṣabhūpakalpajinapūjā,NBO0021421,Dev kumar Jain Oreintal Research Institute (Survey),Sri  N.K.C.K,,,21,,,Hindi,Devanagari,,,,,,,,,Da,138/10,,Complete,2,,,25,18.11,,Plant Products -> Paper / कागज,"Bad, Brittle",Jaina,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vinatī,NBO0021518,Dev kumar Jain Oreintal Research Institute (Survey),Sri Parsvanath Digambar Jain Panchayati Mandir,,,18,,,Prakrit,Devanagari,,,,,,,,,A,21/1,,Complete,1,,,27.5,17,,Plant Products -> Paper / कागज,,Stotra,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Survey documents,TTI0023015,"Thunchan Memorial Trust,Tirur",Ravinamboodiri,,,15,,,Malayalam,Malayalam,,,,,,,,,,,,Complete,9,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Sthalapurāṇa,,,27/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Jyotiṣa,TTI0023014,"Thunchan Memorial Trust,Tirur",Ravinamboodiri,,,14,,,Malayalam,Malayalam,,,,,,,,,,,,Complete,19,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Brittle",Jyotiṣa,,,27/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhadrakālīmantra,TTI0023016,"Thunchan Memorial Trust,Tirur",Ravinamboodiri,,,16,,,Sanskrit,Malayalam,,,,,,,,,,,,Complete,16,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Mantra,,,27/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rāmāyaṇa,NBI010671,Dev kumar Jain Oreintal Research Institute (Survey),Shashi Bhushan Pandey,,,1,Tulasīdāsa,,Hindi,Devanagari,,,,,,,,,,1,,Complete,,350,,24,12,,Plant Products -> Paper / कागज,,Itihāsa,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Samyakadarśana,NBI004921,Dev kumar Jain Oreintal Research Institute (Survey),Shiv Dayal Pandey,,,1,Paṇḍitaviśvanātha,,Hindi,Devanagari,,,,,,,,,1,2,,Complete,,126,,,,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Viṣṇustotra,NBI0309658,Dev kumar Jain Oreintal Research Institute (Survey),Vedanand Jha,,,58,Rāmācārya,,Sanskrit,Tirhuta/Mithilakshar‎,,,,,,,,,,,,Complete,2,2,,,,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Stotra,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vairāgyapacīsī(Saṁbodhākṣaravāvnī),NBO0021422,Dev kumar Jain Oreintal Research Institute (Survey),Sri  N.K.C.K,,,22,Śiṣyācanda,,Hindi,Devanagari,,,,,,,,,Da,269,,Complete,10,,,26.4,13,,Plant Products -> Paper / कागज,"Bad, Brittle",Kāvya,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: V.S 1750,
Sūtrajī,NBI0080125,Dev kumar Jain Oreintal Research Institute (Survey),Shanti Devi Jain Granth Bhandar,,,25,,,Hindi,Devanagari,,,,,,,,,,9,,Incomplete,12,,,25,18,,Plant Products -> Paper / कागज,,Jaina,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Sīdddhakṣetrapūjā,NBO002808,Dev kumar Jain Oreintal Research Institute (Survey),Sri Digambar Jain Sarasvati Bhawan,,,8,,,Sanskrit,Devanagari,,,,,,,,,74,14,,Complete,3,6,,24,16,,Plant Products -> Paper / कागज,,Jaina,,,25/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Viṁśottarīdaśāsāriṇī,NBI010531,Dev kumar Jain Oreintal Research Institute (Survey),Prakash Pandey,,,1,Ācāryarāmanārāyaṇapāṇḍeya,,Sanskrit,Devanagari,,,Hindi,,,,,,1,1,,Complete,,64,,24,21,,Plant Products -> Paper / कागज,,Jyotiṣa,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Grahādiphala,NBO0021423,Dev kumar Jain Oreintal Research Institute (Survey),Sri  N.K.C.K,,,23,Viṣṇudāsa,,Sanskrit,Devanagari,,,,,,,,,Da,316,,Incomplete,6,,1,26,12,,Plant Products -> Paper / कागज,"Bad, Brittle",Jyotiṣa,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt: V.S. 1986,
Śrīmadbhāgavatamāhātmya,NBI031045,Dev kumar Jain Oreintal Research Institute (Survey),Uma Nath Thakur,,,5,,,Sanskrit,Devanagari,,,,,,,,,,,,Complete,200,400,,,,,Plant Products -> Paper / कागज,,Māhātmya,,,24/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāvaprakāśānukramaṇikā(Sūci),NBO0021424,Dev kumar Jain Oreintal Research Institute (Survey),Sri  N.K.C.K,,,24,,,Sanskrit,Devanagari,,,,,,,,,Da,168,,Complete,12,,,24,8.11,,Plant Products -> Paper / कागज,"Bad, Brittle",,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Abhijñānaśakuntalam,NBI010541,Dev kumar Jain Oreintal Research Institute (Survey),Ramji Thakur,,,1,Kālidāsa,,Sanskrit,Devanagari,,,,,,,,,,1,,Complete,,150,,,,,Plant Products -> Paper / कागज,,Mahākāvya,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Purūṣottamapurāṇa,NBI010801,Dev kumar Jain Oreintal Research Institute (Survey),Hulas Singh,,,1,Vyāsa,,Sanskrit,Devanagari,,,,,,,,,,1,,Complete,,142,,24,12,,Plant Products -> Paper / कागज,,Purāṇa,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Gurupūjā,NBI0080126,Dev kumar Jain Oreintal Research Institute (Survey),Shanti Devi Jain Granth Bhandar,,,26,,,Sanskrit,Devanagari,,,,,,,,,15/11,,,Complete,5,,,20,15,,Plant Products -> Paper / कागज,,Jaina,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bālakāṇḍa,TTI0023156,"Thunchan Memorial Trust,Tirur",Neelakandan Namboodiri,,,56,,,Sanskrit,Malayalam,,,,,,,,,,,,Complete,45,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Itihāsa,,,03/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Cāṭaṅgūpuṣtaka,TTI0023157,"Thunchan Memorial Trust,Tirur",Neelakandan Namboodiri,,,57,,,Malayalam,Malayalam,,,,,,,,,,,,Complete,56,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Dharmaśāstra,,,27/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Manusmṛti- 5th bhāga,TTI0023158,"Thunchan Memorial Trust,Tirur",Neelakandan Namboodiri,,,58,,,Sanskrit,Malayalam,,,,,,,,,,,,Complete,46,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Dharmaśāstra,,,28/07/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Solahakāraṇapūjā,NBO0021425,Dev kumar Jain Oreintal Research Institute (Survey),Sri  N.K.C.K,,,25,,,Hindi,Devanagari,,,,,,,,,Da,550/1,,Complete,4,,,20.11,16.4,,Plant Products -> Paper / कागज,"Bad, Brittle",Dharmaśāstra,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mānastambhapūjā,NBO0021426,Dev kumar Jain Oreintal Research Institute (Survey),Sri  N.K.C.K,,,26,,,Hindi,Devanagari,,,,,,,,,Da,138/5,,Complete,3,,,25,18.11,,Plant Products -> Paper / कागज,"Bad, Brittle",Dharmaśāstra,,,08/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Pāṭhanapatra,NBO002757,Dev kumar Jain Oreintal Research Institute (Survey),Nava Nalanda Mahavihara,,,7,,,Asamese,Asamese,,,,,,,,,,33424,,Complete,,,,42,28.5,,Plant Products -> Paper / कागज,"Bad, Broken",Darśana,,,25/08/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
