title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
Majmūʻah Ḵẖuṯūṯ-i Fārsī,KBO000012444,"Khuda Baksh Oriental Public Library, Patna",Khuda Bakhsh O.P.Library,مجموعہ خطوط فارسی,,2444,Muḥammad Śāh Qādrī,,Persian,Nastaliq,,,,,,,,,,HL 4320,,Complete,34,,,,,,Plant Products -> Paper / कागज,,,,,19/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1175 AH,
Tuḥfat al-ʻIrāqain,KBO000012451,"Khuda Baksh Oriental Public Library, Patna",Khuda Bakhsh O.P.Library,تحفتہ العراقین,,2451,Niẓāmī Ganjwī,,Persian,Nastaliq,,,,,,,,,,HL 4297,,Complete,72,,,,,,Plant Products -> Paper / कागज,,,,,18/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1083 AH,
Risālah Nāz wa Niyāz,KBO000012446,"Khuda Baksh Oriental Public Library, Patna",Khuda Bakhsh O.P.Library,رسالہ ناز و نیاز,,2446,"Jāmī, ʻAbd al-Raḥmān",,Persian,Nastaliq,,,,,,,,,,HL 4322/2,,Complete,20,,,,,,Plant Products -> Paper / कागज,,,,,19/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1210 AH,
Risālah ʻAbd Allāh Anṣārī,KBO000012447,"Khuda Baksh Oriental Public Library, Patna",Khuda Bakhsh O.P.Library,رسالہ عبداللہ انصاری,,2447,,,Persian,Nastaliq,,,,,,,,,,HL 4322/3,,Complete,7,,,,,,Plant Products -> Paper / कागज,,Sufism,,,19/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1210 AH,
Wāqiʻāt-i ʻĀlamgīrī,KBO000012445,"Khuda Baksh Oriental Public Library, Patna",Khuda Bakhsh O.P.Library,واقعات عالمگیری,,2445,Mīr Ḵẖān,,Persian,Nastaliq,,,,,,,,,,HL 4322/1,,Complete,69,,,,,,Plant Products -> Paper / कागज,,,,,19/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1794 AD,
Ruqʻāt-i Yār Muḥammad Ḵẖān,KBO000012449,"Khuda Baksh Oriental Public Library, Patna",Khuda Bakhsh O.P.Library,رقعات یار محمد خان,,2449,Yār Muḥammad Ḵẖān,,Persian,Nastaliq,,,,,,,,,,HL 4325,,Complete,185,,,,,,Plant Products -> Paper / कागज,,,,,19/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 13 AH,
Gulistān,KBO000012448,"Khuda Baksh Oriental Public Library, Patna",Khuda Bakhsh O.P.Library,گلستان,,2448,"Saʻdī, Śīrāzī, Muṣliḥ al-Dīn",,Persian,Nastaliq,,,,,,,,,,HL 4324,,Complete,127,,,,,,Plant Products -> Paper / कागज,,Kāvya,,,19/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1166 AH,
भक्तामर जी की कथा,JAO0008535,"Satshrut Prabhavana Trust, Bhavnagar",श्री 1008 ऋषभदेव दि. जैन मंदिर,,,35,विनोदी लाल,,Hindi,Devanagari,,,,,,,,,,,,Incomplete,271,,,14,29,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,17/10/2002,,,No,,,,,No,No,,,,,,,manus_dt:,
Risālah dar ʻIlm-i Nujūm,KBO000012450,"Khuda Baksh Oriental Public Library, Patna",Khuda Bakhsh O.P.Library,رسالہ درعلم نجوم,,2450,,,Persian,Nastaliq,,,,,,,,,,HL 4326/1,,Complete,14,,,,,,Plant Products -> Paper / कागज,,Jyotiṣa,,,19/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1219 AH,
Ḵẖair al-Tajārib,KBO000012452,"Khuda Baksh Oriental Public Library, Patna",Khuda Bakhsh O.P.Library,خیر التجارب,,2452,Amir Bahāʼ al-Dawlah bin Amir Sirāj al-Dīn Śāh Qāsim ?,,Persian,Nastaliq,,,,,,,,,,HL 4298/1,,Complete,,186,,,,,Plant Products -> Paper / कागज,,,,,18/01/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1211Fasli,
