title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
Bhāgavata (Ṣaṣṭhaskandha),NOI009005,"OSM, Bhubaneswar",Rabinarayan Rath,,,5,Jagannāthadāsa,,Oriya,Oriya,,,,,,,,,,,,Complete,136,272,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,28/10/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrīmadbhāgavata(Dvitīyaskandha),NOO0154810,"OSM, Bhubaneswar",Patitapavana Math,,,10,Vyāsa,,Oriya,Oriya,,,,,,,,,,,,Complete,,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,18/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1200 A.D.,
Bhāgavata(Tṛtīyaskandha ),NOI171518,"OSM, Bhubaneswar",Khirid Bihari Mohapatra,,,8,Jagannāthadāsa,Balrāmamiśrā,Oriya,Oriya,,,,,,,,,1,2,,Complete,216,432,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Purāṇa,,,17/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1865,
Gītā,NOI105012,"OSM, Bhubaneswar",Narayan Patra,,,2,,,Oriya,Oriya,,,,,,,,,3,1,,Incomplete,143,286,,23,3,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Gītā,,,21/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Harivaṁśa,NOI103161,"OSM, Bhubaneswar",Devadatta Panigrahi,,,1,,,Oriya,Oriya,,,,,,,,,2,,,Complete,,1200,,,,,Plant Products -> Palm leaf / ताड़ पत्र,,Itihāsa,,,25/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mahābhārata,NOI107751,"OSM, Bhubaneswar",Jagabandhu Mohanta,,,1,,,Bengali,Bengali,,,,,,,,,2,,,Complete,,757,,16,12,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Itihāsa,,,24/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOI101951,"OSM, Bhubaneswar",Harekrushna Dash,,,1,,,Oriya,Oriya,,,,,,,,,31,6,,Incomplete,1,1,,3,12,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,18/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mahābhārata,NOI008807,"OSM, Bhubaneswar",Manbodh Bhoi,,,7,Sāralādāsa,,Oriya,Oriya,,,,,,,,,22,22,,Incomplete,57,113,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Itihāsa,,,24/05/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Grahaśānti,NOI146894,"OSM, Bhubaneswar",Aditya Tripathy,,,4,,,Sanskrit,Oriya,,,,,,,,,,1,,Complete,50,,,40,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Dharmaśāstra / Darsiyāt-i Islāmiyah,,,24/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Rasavinoda,NOI111112,"OSM, Bhubaneswar",Basant Kumar Pani,,,2,,,Oriya,,,,,,,,,,1,9,,Complete,,,,20,5cm,,Plant Products -> Palm leaf / ताड़ पत्र,,Kāvya/Fann al-Śi‘r,,,24/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NOI176791,"OSM, Bhubaneswar",Paramanand Naik,,,1,,,Oriya,Oriya,,,,,,,,,20,20,,Incomplete,,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,Bad,Purāṇa,,,23/11/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrīmadbhāgavata (Prathamaskandha),NOO0154811,"OSM, Bhubaneswar",Patitapavana Math,,,11,Vyāsa,,Oriya,Oriya,,,,,,,,,,,,Complete,,,,,,,Plant Products -> Palm leaf / ताड़ पत्र,"Bad, Worm eaten",Purāṇa,,,18/11/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1200 A.D.,
