title,manuscript_id,mrc_name,institute_name,other_title,title_other_languages,record_number,author,scribe,language,script,commentary,commentator,commentary_language,script_commentary,sub_commentary,sub_commentator,sub_commentary_language,sub_commentary_script,bundle_number,manuscript_number,digitization,complete_incomplete,folios_number,pages_number,missing_portion_folios,size_length,size_width,size_height,material,condition,subject_1,subject_2,subject_3,data_collection_date,manuscript_date_samvat,manuscript_date_century,illustrations,illustrations_number,illustrations_type,illustrations_quality,manuscript_type,landscape_view,awarded_manuscript,awarded_manuscript_order,lines_number_per_page,beginning_line,ending_line,colophon,description,extra_remarks,christian_era
Itiamastyasāhityāyā,NUO00187246,Uttar Pradesh Survey,Sri Maniram Das Chavani Trust,,,246,,,Sanskrit,Devanagari,,,,,,,,,7105/9(1),1.2,,Complete,5,9,,15,10,,Plant Products -> Paper / कागज,,,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 40 Varṣa,
Aṅganyāsa,NUO000681096,Uttar Pradesh Survey,Hindi Sahitya Sammelan,,,1096,,,Sanskrit,Devanagari,,,,,,,,,,154/147,,Complete,,,,,,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,29/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Māhāmyasaṁgraha,NUI0060496,Uttar Pradesh Survey,Raj Sadan (Vimala Devi Foundation Nyas Trust),,,96,Śivasahāya,,Sanskrit,Devanagari,,,,,,,,,2,2-4,,Complete,42,84,,16,10,,Plant Products -> Paper / कागज,,Māhātmya,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: Saṃvata 1942,
Nirūktapūrvaṣaṭaka,NUO00187247,Uttar Pradesh Survey,Sri Maniram Das Chavani Trust,,,247,,,Sanskrit,Devanagari,,,,,,,,,7149/7,,,Incomplete,,,,38,19,,Plant Products -> Paper / कागज,,Vedāṅga,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
हरिवंशपुराण-भाषा,ROI00033373,"Rajasthan Oriental Research Institute, Jodhpur",33 श्री दिगम्बर जैन मंदिर नेमिनाथ जी,,,373,जिनसेनाचार्य,,Hindi,Devanagari,,खुशालंद्र,,,,,,,,93,,Complete,241,,,,,,Plant Products -> Paper / कागज,Bad,Jaina Purāṇa,,,17/07/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1780वि.स.,
Jānakī Navaratna,NUO00173403,Uttar Pradesh Survey,Sri Ram Granthalaya,,,403,,,Sanskrit,Devanagari,,,,,,,,,16,16.14,,Complete,8,16,,10.5,4.5,,Plant Products -> Paper / कागज,Bad,,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:  Appox. 100 year,
Śrīrāmasavārī,NUI0061315,Uttar Pradesh Survey,Sri Sita Ramiya Sewa Mandir,,,15,Hanumānaśaraṇa (Nayesakhā),,Hindi,Devanagari,,,,,,,,,1,50,,Complete,25,50,,18,15,,Plant Products -> Paper / कागज,"Bad, Brittle",,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: Samvat 1982,
Sāvitrīvratavidhi,NUI0060497,Uttar Pradesh Survey,Raj Sadan (Vimala Devi Foundation Nyas Trust),,,97,,,Sanskrit,Devanagari,,,,,,,,,4,4-4,,Complete,7,14,,30,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Dharmaśāstra,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Tithinirṇaya,NUO000681097,Uttar Pradesh Survey,Hindi Sahitya Sammelan,,,1097,Bhaṭṭojidīkṣita,,Sanskrit,Devanagari,,,Prakrit,,,,,,,2842,,Incomplete,,28,,23,8.5,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Dharmaśāstra,,,29/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1812,
महाभारत-कर्णपर्व,ROI00010193,"Rajasthan Oriental Research Institute, Jodhpur",10 अट्टा मन्दिर,,,193,वेदव्यास,,Sanskrit,Devanagari,,,,,,,,,,110/8,,Complete,210,,,,,,Plant Products -> Paper / कागज,,Mahābhārata,,,10/08/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1876वि.स.,
Śrīmadbhagavadgītā,NUO00173404,Uttar Pradesh Survey,Sri Ram Granthalaya,,,404,,,Sanskrit,Devanagari,,,,,,,,,27,27.10,,Complete,31,62,,12,6.5,,Plant Products -> Paper / कागज,,Gītā,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 150years,
"तवारीखवारता, जलालबुबना",ROI00007202,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थान राज्य अभिलेखागार,,,202,,,Rajasthani,Devanagari,,,,,,,,,28,13,,Complete,,28,,,,,Plant Products -> Paper / कागज,,Kathā,,,17/06/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1953वि.स.,
Śrīhanumānaaṣṭaka,NUI0061316,Uttar Pradesh Survey,Sri Sita Ramiya Sewa Mandir,,,16,Śrī Rāmacandra,,Sanskrit,Devanagari,,,,,,,,,1,38,,Incomplete,3,6,,15,7,,Plant Products -> Paper / कागज,Bad,Stotra,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 100 years ago,
Ananyarasataraṅginī,NUO00176213,Uttar Pradesh Survey,Sri Rasamoda Kunj,,,213,Śrī Rasika alī jī,Śrīmatī Siyāsahacarī jī,Hindi,Devanagari,,,,,,,,,01,1.10,,Complete,14,28,,,,,Plant Products -> Paper / कागज,,Kāvya,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 80 Varṣapūrva,
Athaśrīhariṭasmṛtayīmantrodhāra,NUO00187248,Uttar Pradesh Survey,Sri Maniram Das Chavani Trust,,,248,,,Sanskrit,Devanagari,,,,,,,,,7113/1,,,Complete,6,12,,40,18,,Plant Products -> Paper / कागज,,,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1869 Sana,
Saundaryalaharī - Ṭīkāsahita,NUO000692111,Uttar Pradesh Survey,Rastriya Sanskrit Sansthan (Deemed University),,,2111,Śaṅkarācārya,,Sanskrit,Devanagari,,,,,,,,,3,2495/560,,Incomplete,68,12,,18.3,12,,Plant Products -> Paper / कागज,,Stotra,,,29/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bhāgavata,NUO000681098,Uttar Pradesh Survey,Hindi Sahitya Sammelan,,,1098,,,Sanskrit,Devanagari,,,,,,,,,,476,,Complete,,,,2070,14,,Plant Products -> Paper / कागज,,Purāṇa,,,29/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 18 century,
Mahābhāṣya,NUO00173405,Uttar Pradesh Survey,Sri Ram Granthalaya,,,405,Kaiyaṭa,,Sanskrit,Devanagari,,,,,,,,,14,14.3,,Complete,71,142,,32,12,,Plant Products -> Paper / कागज,"Bad, Worm eaten",,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1800,
Āśvalāyanagṛhasūtra,NUO000681099,Uttar Pradesh Survey,Hindi Sahitya Sammelan,,,1099,,,Sanskrit,Devanagari,,,,,,,,,,2263,,Complete,,64,,22,10,,Plant Products -> Paper / कागज,,Karmakāṇḍa,,,15/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Keśavapaddhati -Udāharaṇa,NUO00175475,Uttar Pradesh Survey,Sri Tridandidev Sanskrit Shodh Sansthan,,,475,,,Sanskrit,Devanagari,,,,,,,,,59,59.1,,Incomplete,31,62,,7.5,4.5,,Plant Products -> Paper / कागज,"Bad, Brittle",Jyotiṣa,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 120 years ago,
Ayodhyāmāhātmya,NUO00182126,Uttar Pradesh Survey,Bada Sthana Trust,,,126,Rudramala,,Sanskrit,Devanagari,,,,,,,,,,10,,Complete,32,64,,36,30,,Plant Products -> Paper / कागज,,Māhātmya,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1892 Saṁvat,
हनुमान चरित,ROI00060380,"Rajasthan Oriental Research Institute, Jodhpur",59 श्री ऋषभदेव दिगम्बर जैन मंदिर,,,380,अनंतकीर्ति,,Hindi,Devanagari,,,,,,,,,,192,,Complete,27,,,,,,Plant Products -> Paper / कागज,"Bad, Stained",Jaina Carita,,,06/10/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1948वि.स.,
Saṅgrahinisūtra,NUO00050492,Uttar Pradesh Survey,Paraswnath Sodh Sansthan,,,492,Govindaushavalre,,,,,,,,,,,,,335,,,17,,,25,12,,Plant Products -> Paper / कागज,"Bad, Worm eaten",,,,04/10/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Damayantīkathā,NUO000642059,Uttar Pradesh Survey,Allahabad Sangrhalaya,,,2059,,,Sanskrit,Devanagari,,,,,,,,,117,150,,Incomplete,153,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Kathā,,,29/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
निर्णयामृत,ROO00001608,"Rajasthan Oriental Research Institute, Jodhpur",सवाई मान सिह द्वितीय म्यूजियम,,,608,अल्लाडनाथ,,Sanskrit,Devanagari,,,,,,,,,,366,,Complete,326,,,,,,Plant Products -> Paper / कागज,,,,,18/05/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1656वि.स.,
Paramahaṁsastotra,NUO000692112,Uttar Pradesh Survey,Rastriya Sanskrit Sansthan (Deemed University),,,2112,,,Sanskrit,Devanagari,,,,,,,,,,1431/122,,Complete,,,,22.6,10.5,,Plant Products -> Paper / कागज,,Stotra,,,29/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Mithilākhaṇḍa,NUI0061318,Uttar Pradesh Survey,Sri Sita Ramiya Sewa Mandir,,,18,Kiśorīśaraṇa,,Sanskrit,Devanagari,,,Hindi,,,,,,1,40,,Complete,125,250,,25,15,,Plant Products -> Paper / कागज,,Purāṇa,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 100years ago,
Vairiharaṇastotra,NUI0061317,Uttar Pradesh Survey,Sri Sita Ramiya Sewa Mandir,,,17,,,Sanskrit,Devanagari,,,,,,,,,1,7,,Complete,5,10,,15,5,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Stotra,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Vālmīkirāmāyaṇa,NUO001909,Uttar Pradesh Survey,Tapasvi Ji Ki Chavani,,,9,,,Sanskrit,Devanagari,,,,,,,,,3,3.6,,Incomplete,124,248,,33,16,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Itihāsa,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 130 years old,
Rāsapaddhati,NUO00176214,Uttar Pradesh Survey,Sri Rasamoda Kunj,,,214,Śrīrasika alī,,Sanskrit,Devanagari,Sītārāmasiddhāntase,Śrīrasika alī,,,,,,,28,28.5,,Complete,125,250,,10,7.5,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,07/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 80 Varṣapūrva,
किरातार्जुनीय,ROI00073509,"Rajasthan Oriental Research Institute, Jodhpur",72 श्री दिगम्बर जैन मंदिर लूणकरण जी पाण्ड्या,,,509,,,Sanskrit,Devanagari,,,,,,,,,29,22/254,,Incomplete,34,,,,,,Plant Products -> Paper / कागज,,Kāvya,,,23/10/2004,,,No,,,,,No,No,,,,,,,manus_dt:,
Daśakumāracarita,NUO000642060,Uttar Pradesh Survey,Allahabad Sangrhalaya,,,2060,,,Sanskrit,Devanagari,,,,,,,,,117,148,,Incomplete,26,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Kāvya,,,29/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Bramhoupaniṣadasārasaṅgraha,NUO00182128,Uttar Pradesh Survey,Bada Sthana Trust,,,128,Brahmavedayadutta,,Sanskrit,Devanagari,,,,,,,,,10,10.4,,Complete,32,64,,40,12,,Plant Products -> Paper / कागज,Bad,,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
Horī,NUO00176215,Uttar Pradesh Survey,Sri Rasamoda Kunj,,,215,Śrīpremasakhījī,,Hindi,Devanagari,,,,,,,,,01,1.8,,Complete,30,15,,8.5,7,,Plant Products -> Paper / कागज,,Kāvya,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1938,
Putreṣṭividhāna,NUO00173406,Uttar Pradesh Survey,Sri Ram Granthalaya,,,406,,,Sanskrit,Devanagari,,,,,,,,,16,16.6,,Complete,4,8,,10,4.5,,Plant Products -> Paper / कागज,,Vedāṅga,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:  Appox. 75 year,
Śrīrādhāvinoda,NUO00175476,Uttar Pradesh Survey,Sri Tridandidev Sanskrit Shodh Sansthan,,,476,Śrīrāmacandrakavi,,Sanskrit,Devanagari,,,,,,,,,216,216.1,,Complete,6,12,,6,3  1/2,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Stotra,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 150 years ago,
Daṇḍaka,NUI0060498,Uttar Pradesh Survey,Raj Sadan (Vimala Devi Foundation Nyas Trust),,,98,Vindhyaśvarīmiśra,,Sanskrit,Devanagari,,,,,,,,,10,10.20,,Complete,16,32,,10,15,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Veda,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: V.S. 1634,
Vaśiṣṭha saṃhitā,NUO00173407,Uttar Pradesh Survey,Sri Ram Granthalaya,,,407,,,Sanskrit,Devanagari,,,,,,,,,16,16.9,,Complete,26,52,,11,8,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: Appox. 75 year,
Naiṣadhīyacarita,NUO000642061,Uttar Pradesh Survey,Allahabad Sangrhalaya,,,2061,,,Sanskrit,Devanagari,,,,,,,,,117,153,,Incomplete,16,,,,,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Kāvya,,,29/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
कवित्त महाराजा मान सिंह को,ROI000692199,"Rajasthan Oriental Research Institute, Jodhpur",राजस्थानी शोध संस्थान,,,2199,बांकीदास,,Rajasthani,Devanagari,,,,,,,,,,14096(7),,Complete,,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Kāvya,,,24/08/2004,,,No,,,,,No,No,,,,,,,manus_dt: 20वि.स.,
Giradhara Nīti,NUO00173408,Uttar Pradesh Survey,Sri Ram Granthalaya,,,408,,,Sanskrit,Devanagari,,,,,,,,,16,16.12,,Complete,15,30,,,,,Plant Products -> Paper / कागज,,Nītiśāstra,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: Appox. 90 year,
Chāndogopaniṣad,NUO00182127,Uttar Pradesh Survey,Bada Sthana Trust,,,127,Harinārāyaṇa,,Sanskrit,Devanagari,,,,,,,,,,3,,Complete,315,630,,24,15,,Plant Products -> Paper / कागज,Bad,,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1810 Saṁvat,
विचारमाला,ROI00046460,"Rajasthan Oriental Research Institute, Jodhpur","45 श्री सरस्वती पुस्तकालय,फतेहपुर",,,460,,,Hindi,Devanagari,,,,,,,,,,गुटका नं. 5,,Complete,43,,,,,,Plant Products -> Paper / कागज,"Bad, Brittle",Kāvya,,,02/08/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1764वि.स,
Athapadyanāma(Dvitīyaṣṭaka),NUO00187249,Uttar Pradesh Survey,Sri Maniram Das Chavani Trust,,,249,,,Sanskrit,Devanagari,,,,,,,,,7102/6,,,Complete,66,132,,36,14,,Plant Products -> Paper / कागज,,Darśana,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
सिंधुप्रकरण,ROI00020705,"Rajasthan Oriental Research Institute, Jodhpur",20 श्री दिगम्बर जैन मंदिर पं.बड़ा-घड़ा,,,705,,,Sanskrit,Devanagari,,,,,,,,,,264,,Complete,45,,,,,,Plant Products -> Paper / कागज,,,,,07/07/2004,,,No,,,,,No,No,,,,,,,"manus_dt: 1750वि,.स",
Cintāmaṇi,NUI0060499,Uttar Pradesh Survey,Raj Sadan (Vimala Devi Foundation Nyas Trust),,,99,,,Sanskrit,Devanagari,,,,,,,,,5,5-1,,Complete,30,60,,36,12,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Jyotiṣa,,,06/09/2005,,,Yes,60,,,,No,No,,,,,,,manus_dt:,
Rāmasahasranāmar brahmayāmalokagagana,NUO0017744,Uttar Pradesh Survey,Ram Katha Sangrhalaya,,,44,,,Sanskrit,Devanagari,,,,,,,,,,,,Complete,16,32,,22,16,,Plant Products -> Paper / कागज,"Bad, Brittle",Stotra,Nāmāvalī,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: Samvat 1840,
Śrīmadbhagavadgītā,NUO00173409,Uttar Pradesh Survey,Sri Ram Granthalaya,,,409,,,Sanskrit,Devanagari,,,,,,,,,27,27.3,,Complete,14,28,,12,6.5,,Plant Products -> Paper / कागज,,Gītā,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: Appox. 150 years,
Śrīrāmacaritamānasa,NUO00187250,Uttar Pradesh Survey,Sri Maniram Das Chavani Trust,,,250,,,Hindi,Devanagari,,,,,,,,,7133/2,,,Complete,,,,20,10,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Itihāsa,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 120 Varṣa,
Śrīśakaratasa upaniṣad,NUO00173410,Uttar Pradesh Survey,Sri Ram Granthalaya,,,410,,,Sanskrit,Devanagari,,,,,,,,,4,4.12,,Complete,2,4,,12,5.5,,Plant Products -> Paper / कागज,Bad,,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1875,
Ucchiṣṭagaṇeśasahasranāmastotra,NUO000692113,Uttar Pradesh Survey,Rastriya Sanskrit Sansthan (Deemed University),,,2113,,,Sanskrit,Devanagari,,,,,,,,,3,2012/77,,Complete,11,7,,27.5,11.5,,Plant Products -> Paper / कागज,,Stotra,,,29/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: Saṁvat 1921,
Śrīrāmamantrārtha,NUI0061319,Uttar Pradesh Survey,Sri Sita Ramiya Sewa Mandir,,,19,,,Sanskrit,Devanagari,,,,,,,,,1,36,,Complete,6,12,,25,12,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: Samvat 1909,
Śrīmadbhāgavata Daśama Skandha pūrvārdha,NUO00173411,Uttar Pradesh Survey,Sri Ram Granthalaya,,,411,,,Sanskrit,Devanagari,,,,,,,,,27,27.11,,Complete,35,70,,,,,Plant Products -> Paper / कागज,,Purāṇa,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 150 years,
Pārāśarījātaka,NUO02063648,Uttar Pradesh Survey,Nagari Pracarini Sabha,,,648,Parāśara,,Sanskrit,Devanagari,,,,,,,,,8816,8816.1,,Incomplete,1,,,27,11.5,,Plant Products -> Paper / कागज,,Jyotiṣa,,,18/08/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
Śrīhanumānakavaca,NUO00187251,Uttar Pradesh Survey,Sri Maniram Das Chavani Trust,,,251,,,Sanskrit,Devanagari,,,,,,,,,7133/4,,,Incomplete,5,10,,36,14,,Plant Products -> Paper / कागज,,Tantra,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1926 Saṃvat,
Ādityavāravrata udyāpanavidhi,NUO000681100,Uttar Pradesh Survey,Hindi Sahitya Sammelan,,,1100,Viśvabhūṣaṇa Bhaṭṭāraka,,Sanskrit,Devanagari,,,Prakrit,,,,,,,2257,,Complete,,11,,27,12,,Plant Products -> Paper / कागज,,Dharmaśāstra,,,30/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1704 Vikramsaṁva,
Bṛhajjātaka,NUO02063650,Uttar Pradesh Survey,Nagari Pracarini Sabha,,,650,,,Sanskrit,Devanagari,,,,,,,,,9178,9178.1,,Incomplete,4,,,29,12,,Plant Products -> Paper / कागज,,Jyotiṣa,,,18/08/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
Jātakapārijāta,NUO02063651,Uttar Pradesh Survey,Nagari Pracarini Sabha,,,651,,,Sanskrit,Devanagari,,,,,,,,,8826,8826.1,,Complete,53,,,31,11.5,,Plant Products -> Paper / कागज,,Jyotiṣa,,,18/08/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
Kuvalayānandatīkā,NUO00182129,Uttar Pradesh Survey,Bada Sthana Trust,,,129,,,Sanskrit,Devanagari,Tīkā,Śivacaṭana,,,,,,,9,9.3,,Complete,95,190,,40,12,,Plant Products -> Paper / कागज,"Bad, Worm eaten",,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 1828 Saṁvat,
Gaṅgālaharī,NUO02063649,Uttar Pradesh Survey,Nagari Pracarini Sabha,,,649,Paṇḍitajagannātha,,Sanskrit,Devanagari,,,,,,,,,,5272,,Incomplete,1-4,,,25.2,10.9,,Plant Products -> Paper / कागज,,Stotra,,,18/08/2006,,,No,,,,,No,No,,,,,,,manus_dt:,
भक्त बिरदावली,ROI00072392,"Rajasthan Oriental Research Institute, Jodhpur",श्री दादू महाविद्यालय (मोती डूंगरी),,,392,दास,,Rajasthani,Devanagari,,,,,,,,,,11/20,,Complete,2,,,,,,Plant Products -> Paper / कागज,,Bhakti,,,18/10/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1845वि.स.,
देवीरहस्य,ROI00035245,"Rajasthan Oriental Research Institute, Jodhpur",35 श्री राम वल्लभ शर्मा बाडी,,,245,,,Sanskrit,Devanagari,,,,,,,,,,77,,Complete,198,,,,,,Plant Products -> Paper / कागज,Bad,Mantra,,,21/07/2004,,,No,,,,,No,No,,,,,,,manus_dt: 19वि.स.,
Rāmarasataraṅgiṇī,NUO00173412,Uttar Pradesh Survey,Sri Ram Granthalaya,,,412,,,Sanskrit,-,,,,,,,,,71,71.4,,Complete,20,40,,14,6,,Plant Products -> Paper / कागज,"Bad, Brittle",Kāvya,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: Approx. 100 yrs.,
Bhavantiratnāvali,NUO00173413,Uttar Pradesh Survey,Sri Ram Granthalaya,,,413,Viṣṇu,,Sanskrit,Devanagari,,,,,,,,,1,15,,Complete,27,54,,,,,Plant Products -> Paper / कागज,Bad,,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt:,
कल्पसूत्र     ( सुबोधिका),ROI00009564,"Rajasthan Oriental Research Institute, Jodhpur",09 श्री गौड़ी पार्श्वनाथ मंदिर संग्रह,,,564,,,Sanskrit,Devanagari,,,,,,,,,,122,,Complete,182,,,,,,Plant Products -> Paper / कागज,,Kalpa,,,22/06/2004,,,No,,,,,No,No,,,,,,,manus_dt: 1748वि.स.,
Rāmacaritamānasa,NUO0019010,Uttar Pradesh Survey,Tapasvi Ji Ki Chavani,,,10,Tulasīdāsa,,Sanskrit,-,,,,,,,,,3,3.8,,Incomplete,114,228,,36,16,,Plant Products -> Paper / कागज,"Bad, Worm eaten",Itihāsa,,,05/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 120 years old,
Athavṛddhivilāsa,NUO00187252,Uttar Pradesh Survey,Sri Maniram Das Chavani Trust,,,252,,,Sanskrit,Devanagari,,,,,,,,,7106/7,,,Incomplete,3,5,,30,18,,Plant Products -> Paper / कागज,"Bad, Worm eaten",,,,06/09/2005,,,No,,,,,No,No,,,,,,,manus_dt: 100  Varṣa,
